Date,Portfolio_Value
2021-03-18,1.3978831009262644
2021-03-19,1.3928604275168806
2021-03-22,1.387689484334353
2021-03-23,1.3635981836105877
2021-03-24,1.3642824984338322
2021-03-25,1.3814988501202576
2021-03-26,1.408509116903058
2021-03-29,1.396353834886166
2021-03-30,1.406059911148065
2021-03-31,1.402489430270369
2021-04-01,1.4189955903365692
2021-04-05,1.4395711468314751
2021-04-06,1.437192775318461
2021-04-07,1.434752900834021
2021-04-08,1.4387779618781604
2021-04-09,1.450702920650084
2021-04-12,1.45135834499733
2021-04-13,1.446883255606035
2021-04-14,1.4502406119675562
2021-04-15,1.4590248898844858
2021-04-16,1.4651625797678627
2021-04-19,1.454338271089469
2021-04-20,1.435751390996413
2021-04-21,1.4551977418706252
2021-04-22,1.4456946012843195
2021-04-23,1.4638454853852028
2021-04-26,1.4671238728005322
2021-04-27,1.4708134227428888
2021-04-28,1.4718669043897992
2021-04-29,1.4832266040468418
2021-04-30,1.4748080465499285
2021-05-03,1.4839545458791197
2021-05-04,1.4810916998918031
2021-05-05,1.48882870574118
2021-05-06,1.4997307316139086
2021-05-07,1.5188831934018932
2021-05-10,1.5072509079403635
2021-05-11,1.4900469211867773
2021-05-12,1.452238160663513
2021-05-13,1.4779900721565138
2021-05-14,1.5039805850031325
2021-05-17,1.5029564499250818
2021-05-18,1.4849322210090998
2021-05-19,1.4776705896336237
2021-05-20,1.4854822705249349
2021-05-21,1.4874083561853528
2021-05-24,1.4975461737803588
2021-05-25,1.4899829232001962
2021-05-26,1.4984581162630712
2021-05-27,1.5092877569175907
2021-05-28,1.5113467715416933
2021-06-01,1.5208915708637796
2021-06-02,1.5150459406019539
2021-06-03,1.5137322120782346
2021-06-04,1.5184022659463285
2021-06-07,1.5160084122303255
2021-06-08,1.5195946487136844
2021-06-09,1.50851319490103
2021-06-10,1.5072417413638393
2021-06-11,1.5126882664941266
2021-06-14,1.5065091072852068
2021-06-15,1.5092028031380453
2021-06-16,1.4995475278923704
2021-06-17,1.478130912439416
2021-06-18,1.4490531838336493
2021-06-21,1.4804810868478615
2021-06-22,1.4821738604201777
2021-06-23,1.48213237524593
2021-06-24,1.4967721334194193
2021-06-25,1.5030711434098587
2021-06-28,1.4931383423056432
2021-06-29,1.488398617710692
2021-06-30,1.4949161010644227
2021-07-01,1.4998814981889885
2021-07-02,1.5029349554132319
2021-07-06,1.4861276657486204
2021-07-07,1.4844451823327527
2021-07-08,1.4704552549196819
2021-07-09,1.498725450763856
2021-07-12,1.5073194908003629
2021-07-13,1.4921633033873236
2021-07-14,1.4890087719209508
2021-07-15,1.4855483702681251
2021-07-16,1.4692608617427203
2021-07-19,1.4406307179968987
2021-07-20,1.4720399013404952
2021-07-21,1.4953722607137374
2021-07-22,1.4859804139338544
2021-07-23,1.4984183043117036
2021-07-26,1.5076270126799436
2021-07-27,1.5034702198976373
2021-07-28,1.5067983461617058
2021-07-29,1.5181163177990202
2021-07-30,1.5195474125431032
2021-08-02,1.515068978384763
2021-08-03,1.5326780222103027
2021-08-04,1.5171742402040773
2021-08-05,1.5282043842416086
2021-08-06,1.5371661481740253
2021-08-09,1.5321268475701695
2021-08-10,1.5436181122859025
2021-08-11,1.5555248478630102
2021-08-12,1.555948324548923
2021-08-13,1.5520976032851768
2021-08-16,1.5509727308914396
2021-08-17,1.5344539240993411
2021-08-18,1.5199331707977757
2021-08-19,1.5128003048891272
2021-08-20,1.5209817205620186
2021-08-23,1.5371777527691042
2021-08-24,1.5462854720099928
2021-08-25,1.5594170164520886
2021-08-26,1.54607563680212
2021-08-27,1.5665884840829238
2021-08-30,1.5588261595115336
2021-08-31,1.558203702378373
2021-09-01,1.5541887619742132
2021-09-02,1.568975799808153
2021-09-03,1.564782143476586
2021-09-07,1.5501471230265593
2021-09-08,1.545264525692581
2021-09-09,1.5441727534650105
2021-09-10,1.5337516599896657
2021-09-13,1.5431965021479996
2021-09-14,1.531653786811843
2021-09-15,1.547375524559126
2021-09-16,1.5427836861426942
2021-09-17,1.5307369615880029
2021-09-20,1.50310564264861
2021-09-21,1.5005718955902698
2021-09-22,1.5221651051656828
2021-09-23,1.5483954632356982
2021-09-24,1.5477574251098873
2021-09-27,1.5545393432153278
2021-09-28,1.5296003975147139
2021-09-29,1.5314209697115502
2021-09-30,1.5045468579223256
2021-10-01,1.5246074470848074
2021-10-04,1.512688628748009
2021-10-05,1.523752993634762
2021-10-06,1.5207766905885358
2021-10-07,1.535924191307103
2021-10-08,1.5344584602175548
2021-10-11,1.5268046818140584
2021-10-12,1.5299823801383041
2021-10-13,1.531093844670751
2021-10-14,1.5607009096383542
2021-10-15,1.5676610905487067
2021-10-18,1.5682773031695088
2021-10-19,1.5711412956414057
2021-10-20,1.5827387783384406
2021-10-21,1.5839247328028947
2021-10-22,1.591031853845933
2021-10-25,1.599223658514077
2021-10-26,1.594115793351805
2021-10-27,1.5693956085852259
2021-10-28,1.5938316610375587
2021-10-29,1.589713356104386
2021-11-01,1.5961564850690124
2021-11-02,1.604886757581961
2021-11-03,1.6162288692464852
2021-11-04,1.6189832241971747
2021-11-05,1.634263169915933
2021-11-08,1.6371606736505881
2021-11-09,1.637326268459417
2021-11-10,1.6230021587299064
2021-11-11,1.6328663417561702
2021-11-12,1.6414581323517408
2021-11-15,1.6450396003114602
2021-11-16,1.6462178515758275
2021-11-17,1.6342233443669392
2021-11-18,1.6310129205101505
2021-11-19,1.6227295399290584
2021-11-22,1.6222426871014315
2021-11-23,1.6345646879979496
2021-11-24,1.6316471016978429
2021-11-26,1.5834968105991059
2021-11-29,1.5986690952850855
2021-11-30,1.5506262531263766
2021-12-01,1.533772313864788
2021-12-02,1.5726312787679264
2021-12-03,1.5609672017719172
2021-12-06,1.5871728870701989
2021-12-07,1.6182526745300672
2021-12-08,1.619255492168494
2021-12-09,1.6043779858643041
2021-12-10,1.6150215434874486
2021-12-13,1.5925058661098805
2021-12-14,1.5827819977570514
2021-12-15,1.6015853449389348
2021-12-16,1.5913865110018688
2021-12-17,1.567892554952494
2021-12-20,1.5429562026376038
2021-12-21,1.5783974634339324
2021-12-22,1.5896772445416214
2021-12-23,1.6021849378939188
2021-12-27,1.6259175013039249
2021-12-28,1.625789214233706
2021-12-29,1.6314822260488335
2021-12-30,1.6269337003087774
2021-12-31,1.629348053392402
2022-01-03,1.6327347142308988
2022-01-04,1.651395640183278
2022-01-05,1.6216846831007368
2022-01-06,1.6297152962406543
2022-01-07,1.6226154877992662
2022-01-10,1.6127743427987604
2022-01-11,1.630544089632043
2022-01-12,1.6343512260348825
2022-01-13,1.628516499007188
2022-01-14,1.6294543890519941
2022-01-18,1.5992163587260264
2022-01-19,1.576670569765437
2022-01-20,1.5574641152179771
2022-01-21,1.534102453058393
2022-01-24,1.5501091703728196
2022-01-25,1.5321497780336026
2022-01-26,1.5246449851698611
2022-01-27,1.5140520536805882
2022-01-28,1.5348605966515183
2022-01-31,1.5590353263505503
2022-02-01,1.5736425478878857
2022-02-02,1.5887404876276443
2022-02-03,1.5630421659226428
2022-02-04,1.5585658326560945
2022-02-07,1.554751982600016
2022-02-08,1.5684238847108878
2022-02-09,1.5977497436265695
2022-02-10,1.576513048850688
2022-02-11,1.5525468894788357
2022-02-14,1.5404668905395675
2022-02-15,1.5726998962598615
2022-02-16,1.5834561912651106
2022-02-17,1.5478705497961482
2022-02-18,1.542717340744048
2022-02-22,1.5253793640477349
2022-02-23,1.4991540473489247
2022-02-24,1.5154131286943024
2022-02-25,1.554089260088417
2022-02-28,1.5462723343029967
2022-03-01,1.5129076450642143
2022-03-02,1.553389435890401
2022-03-03,1.5527113400143941
2022-03-04,1.5338865996880195
2022-03-07,1.4800287993822905
2022-03-08,1.4863333301285768
2022-03-09,1.5275601861085786
2022-03-10,1.5284381688526563
2022-03-11,1.51110956893106
2022-03-14,1.5070677073629009
2022-03-15,1.5312534809053024
2022-03-16,1.562731626201021
2022-03-17,1.5831094185524934
2022-03-18,1.5928329481007364
2022-03-21,1.5879642293986
2022-03-22,1.6013856191350884
2022-03-23,1.5805426277854329
2022-03-24,1.60318433379978
2022-03-25,1.6168633289093433
2022-03-28,1.6182557342682482
2022-03-29,1.644381675836862
2022-03-30,1.6287348289909025
2022-03-31,1.6038986088540474
2022-04-01,1.6053216454629262
2022-04-04,1.6086895429757557
2022-04-05,1.5867113893932323
2022-04-06,1.5810350653935399
2022-04-07,1.5868565183620265
2022-04-08,1.5926863429328841
2022-04-11,1.5769273284168444
2022-04-12,1.57534094276526
2022-04-13,1.593788873335223
2022-04-14,1.5853329963744542
2022-04-18,1.5889309459971235
2022-04-19,1.6173206300651257
2022-04-20,1.6246549740834995
2022-04-21,1.5972523544436847
2022-04-22,1.551355287168277
2022-04-25,1.5540964048368953
2022-04-26,1.5180995106631616
2022-04-27,1.5185165987409464
2022-04-28,1.551793256415737
2022-04-29,1.5009147957445443
2022-05-02,1.5021339533565625
2022-05-03,1.5168067729500543
2022-05-04,1.5590348544594868
2022-05-05,1.5096684403268075
2022-05-06,1.500125545244613
2022-05-09,1.448013814085615
2022-05-10,1.443770942178389
2022-05-11,1.4310286231627254
2022-05-12,1.4384173290240798
2022-05-13,1.4725908115228021
2022-05-16,1.4687849146259273
2022-05-17,1.498918745315515
2022-05-18,1.4363885335962066
2022-05-19,1.4309038713272217
2022-05-20,1.4272716667449183
2022-05-23,1.45496415226484
2022-05-24,1.4439452910406634
2022-05-25,1.467450120370357
2022-05-26,1.502941060902997
2022-05-27,1.5417408224555695
2022-05-31,1.524453968928099
2022-06-01,1.5114061174986286
2022-06-02,1.5399911086072338
2022-06-03,1.526809754793641
2022-06-06,1.5320456495428014
2022-06-07,1.550357360879582
2022-06-08,1.5312293315207974
2022-06-09,1.4975154238641386
2022-06-10,1.4520900806760053
2022-06-13,1.3951777058880288
2022-06-14,1.390972146914666
2022-06-15,1.406694057585651
2022-06-16,1.351424266097306
2022-06-17,1.3543684216381193
2022-06-21,1.3765954354042078
2022-06-22,1.3689129358124186
2022-06-23,1.3750821870255767
2022-06-24,1.4198792264231934
2022-06-27,1.4175019843079577
2022-06-28,1.3997251288446215
2022-06-29,1.385409459598125
2022-06-30,1.3782414568069674
2022-07-01,1.3880922171512995
2022-07-05,1.3821626522748645
2022-07-06,1.3788443839511153
2022-07-07,1.4060092027949196
2022-07-08,1.4002267396038799
2022-07-11,1.3899056263887362
2022-07-12,1.379853748758893
2022-07-13,1.3713735453207336
2022-07-14,1.3604466429928734
2022-07-15,1.3832551857190456
2022-07-18,1.3786741353531908
2022-07-19,1.4211161534687546
2022-07-20,1.4289717141340046
2022-07-21,1.4381671793945376
2022-07-22,1.428830404668085
2022-07-25,1.4375083826477781
2022-07-26,1.423220221804105
2022-07-27,1.4526612466054567
2022-07-28,1.4736292340339587
2022-07-29,1.4866284835082468
2022-08-01,1.4808544153168857
2022-08-02,1.4700262141145557
2022-08-03,1.4818980870398182
2022-08-04,1.4729405490643634
2022-08-05,1.4799740019206038
2022-08-08,1.48442210153804
2022-08-09,1.4744394835788923
2022-08-10,1.5102336029395156
2022-08-11,1.5219385643885939
2022-08-12,1.5449560503516055
2022-08-15,1.5466686398035652
2022-08-16,1.5530166522389943
2022-08-17,1.5408618053671088
2022-08-18,1.5477729946281364
2022-08-19,1.5281319931246284
2022-08-22,1.497656103650379
2022-08-23,1.4984248331539627
2022-08-24,1.509714299165729
2022-08-25,1.533337350837514
2022-08-26,1.4875982813050521
2022-08-29,1.4807027819762213
2022-08-30,1.4630043041119847
2022-08-31,1.4531727389119125
2022-09-01,1.4541074109899792
2022-09-02,1.4461385346994737
2022-09-06,1.4399497920126443
2022-09-07,1.472012650108858
2022-09-08,1.4851319851598943
2022-09-09,1.509118173306495
2022-09-12,1.5233488855292108
2022-09-13,1.4627797117399366
2022-09-14,1.4691411824561675
2022-09-15,1.4556434500941
2022-09-16,1.4406452380315806
2022-09-19,1.4526125167307888
2022-09-20,1.4295029824015604
2022-09-21,1.4043312534791066
2022-09-22,1.3839992926517624
2022-09-23,1.3530004076766795
2022-09-26,1.329395804058576
2022-09-27,1.3299976633286126
2022-09-28,1.3667200377425188
2022-09-29,1.3415322747706824
2022-09-30,1.324558063558098
2022-10-03,1.3662001146996938
2022-10-04,1.4120855471154437
2022-10-05,1.407978709680252
2022-10-06,1.395163867528847
2022-10-07,1.3611092770386162
2022-10-10,1.351547015269156
2022-10-11,1.347558592062438
2022-10-12,1.3392740762223463
2022-10-13,1.3724519063727048
2022-10-14,1.335259904374011
2022-10-17,1.365259589980088
2022-10-18,1.3841347966208626
2022-10-19,1.3728699178797734
2022-10-20,1.3582712164090893
2022-10-21,1.392517416667845
2022-10-24,1.4086183853866479
2022-10-25,1.4405531260693518
2022-10-26,1.4384154991954006
2022-10-27,1.4433574813233345
2022-10-28,1.4690982727196742
2022-10-31,1.4666883995175555
2022-11-01,1.4666435262555688
2022-11-02,1.4307637121734476
2022-11-03,1.4348935335721056
2022-11-04,1.4600224155638348
2022-11-07,1.4709843418584656
2022-11-08,1.4794278504073475
2022-11-09,1.4493053638664906
2022-11-10,1.522029498758793
2022-11-11,1.5367534546358566
2022-11-14,1.5155214720789967
2022-11-15,1.5294477299132978
2022-11-16,1.5115895592675368
2022-11-17,1.5090964488650278
2022-11-18,1.5211549816090046
2022-11-21,1.5178511043413643
2022-11-22,1.5397942993534364
2022-11-23,1.54318967323367
2022-11-25,1.5482364656210377
2022-11-28,1.523024385785245
2022-11-29,1.5310073030157934
2022-11-30,1.566894211258055
2022-12-01,1.5672671422254179
2022-12-02,1.5685778039542622
2022-12-05,1.537553228765352
2022-12-06,1.5252685298509363
2022-12-07,1.523339695971474
2022-12-08,1.5356917196461832
2022-12-09,1.5197966821013174
2022-12-12,1.546842320811227
2022-12-13,1.5593123360043113
2022-12-14,1.5474558402297671
2022-12-15,1.5109934174316673
2022-12-16,1.4937344169068911
2022-12-19,1.4827420716733644
2022-12-20,1.4874446423432583
2022-12-21,1.5119248197862638
2022-12-22,1.492997487247959
2022-12-23,1.506452444927016
2022-12-27,1.5103054406381828
2022-12-28,1.4886425912403907
2022-12-29,1.5126088336717112
2022-12-30,1.5107578092457403
2023-01-03,1.5073282548476832
2023-01-04,1.5207006224776376
2023-01-05,1.5042625583270488
2023-01-06,1.5423976867551572
2023-01-09,1.538445119599613
2023-01-10,1.5470605917433984
2023-01-11,1.565444351744306
2023-01-12,1.5755074557618638
2023-01-13,1.5793268298904053
2023-01-17,1.5737154230009334
2023-01-18,1.5516785568005025
2023-01-19,1.5354411427583994
2023-01-20,1.5622105015162846
2023-01-23,1.581459140301078
2023-01-24,1.5783032826608037
2023-01-25,1.581223440130592
2023-01-26,1.6001815969593973
2023-01-27,1.6006745498061639
2023-01-30,1.5857741309956548
2023-01-31,1.614869212349983
2023-02-01,1.6273817747545438
2023-02-02,1.6323574197005633
2023-02-03,1.616009096818088
2023-02-06,1.6042554593974188
2023-02-07,1.6266855361998163
2023-02-08,1.6081674429598725
2023-02-09,1.5977584134684957
2023-02-10,1.6022803637390062
2023-02-13,1.619494029802354
2023-02-14,1.6137801379122607
2023-02-15,1.6211380997128797
2023-02-16,1.6010386638401513
2023-02-17,1.595131725576778
2023-02-21,1.5612211515457537
2023-02-22,1.5632543583653526
2023-02-23,1.5718203432637805
2023-02-24,1.5629389206819513
2023-02-27,1.567148871529191
2023-02-28,1.562028888679765
2023-03-01,1.5598427014767922
2023-03-02,1.5726455051216843
2023-03-03,1.5933970850794437
2023-03-06,1.586003947514733
2023-03-07,1.5632962682887397
2023-03-08,1.5651984753665338
2023-03-09,1.530534812129606
2023-03-10,1.501619619754536
2023-03-13,1.4807900735169126
2023-03-14,1.5014150836419322
2023-03-15,1.4717807488814536
2023-03-16,1.4958647414406552
2023-03-17,1.4671559244262817
2023-03-20,1.4869355949132708
2023-03-21,1.5111951182953387
2023-03-22,1.481230874999472
2023-03-23,1.4778972264544963
2023-03-24,1.4843183871140035
2023-03-27,1.4918338568706968
2023-03-28,1.4996438390754847
2023-03-29,1.520512804940482
2023-03-30,1.5292459141891552
2023-03-31,1.5519284633219488
2023-04-03,1.557402762659453
2023-04-04,1.5372861462249157
2023-04-05,1.5267689033287766
2023-04-06,1.5274182146447286
2023-04-10,1.5381181535215542
2023-04-11,1.5448688477600645
2023-04-12,1.5401049114118632
2023-04-13,1.5525736393033984
2023-04-14,1.5493456724483434
2023-04-17,1.5554480911469253
2023-04-18,1.5593763995442804
2023-04-19,1.561086579894678
2023-04-20,1.5558273764448243
2023-04-21,1.5516322576053807
2023-04-24,1.5600682371666303
2023-04-25,1.5326045482645583
2023-04-26,1.5161114446795148
2023-04-27,1.5450068195184183
2023-04-28,1.5606069585467546
2023-05-01,1.5590340411736505
2023-05-02,1.5367618532609795
2023-05-03,1.528732087119225
2023-05-04,1.5111142619125786
2023-05-05,1.541917438575404
2023-05-08,1.5393996894091813
2023-05-09,1.536849262350666
2023-05-10,1.5349476730164981
2023-05-11,1.5347951703619014
2023-05-12,1.535882598921047
2023-05-15,1.5482838554219907
2023-05-16,1.5294210039029357
2023-05-17,1.5520762532254622
2023-05-18,1.569660675801608
2023-05-19,1.5644488390298563
2023-05-22,1.5619673661873528
2023-05-23,1.5437554739556294
2023-05-24,1.5251852317283525
2023-05-25,1.533590396608142
2023-05-26,1.540812971583959
2023-05-30,1.5364675655434334
2023-05-31,1.5207144097145582
2023-06-01,1.531264409420265
2023-06-02,1.5741412404969601
2023-06-05,1.5683392881398541
2023-06-06,1.5828269282072225
2023-06-07,1.5939320152029184
2023-06-08,1.5968336632475941
2023-06-09,1.5935104367753465
2023-06-12,1.5989949915261679
2023-06-13,1.61507918848984
2023-06-14,1.6116101962227574
2023-06-15,1.6268269398869686
2023-06-16,1.6192536795658838
2023-06-20,1.6085091632436306
2023-06-21,1.6105545892386954
2023-06-22,1.6064511157444314
2023-06-23,1.5945995203780154
2023-06-26,1.6058107912512414
2023-06-27,1.6272565121610107
2023-06-28,1.6240845399616486
2023-06-29,1.6358581566972261
2023-06-30,1.6501065185184165
2023-07-03,1.6549600597986545
2023-07-05,1.6455733643342219
2023-07-06,1.6309207354777562
2023-07-07,1.63554846053886
2023-07-10,1.65314103404934
2023-07-11,1.6698354841412237
2023-07-12,1.6744995603141906
2023-07-13,1.6854665073183872
2023-07-14,1.6756358688087698
2023-07-17,1.6818602047138977
2023-07-18,1.694056377676155
2023-07-19,1.6946080095951581
2023-07-20,1.6912398538011106
2023-07-21,1.6951572472222454
2023-07-24,1.7004164269768822
2023-07-25,1.7009100434856255
2023-07-26,1.701734299346568
2023-07-27,1.700690982191282
2023-07-28,1.7168098557799358
2023-07-31,1.7239402214177102
2023-08-01,1.7228550245183847
2023-08-02,1.707647013629394
2023-08-03,1.6995678882971668
2023-08-04,1.6961535933705134
2023-08-07,1.71936687056668
2023-08-08,1.7203745387761193
2023-08-09,1.7160497672836523
2023-08-10,1.70250559345044
2023-08-11,1.701395034309081
2023-08-14,1.7066268340978883
2023-08-15,1.6884450574586205
2023-08-16,1.6762355393730755
2023-08-17,1.662251793452575
2023-08-18,1.6698708137199403
2023-08-21,1.6708392886159467
2023-08-22,1.6619499679124192
2023-08-23,1.677307777129896
2023-08-24,1.6583275788237426
2023-08-25,1.666373791465016
2023-08-28,1.6798095250563743
2023-08-29,1.6978870947493274
2023-08-30,1.7019132480423538
2023-08-31,1.6990741240037737
2023-09-01,1.7106583927464223
2023-09-05,1.6936259778537819
2023-09-06,1.6898687574900055
2023-09-07,1.684470511977408
2023-09-08,1.6865333768595092
2023-09-11,1.6880179939369082
2023-09-12,1.6870194996375716
2023-09-13,1.672762857567057
2023-09-14,1.6864363544103
2023-09-15,1.6692850501602803
2023-09-18,1.667869563296436
2023-09-19,1.6636102968796849
2023-09-20,1.655728143793604
2023-09-21,1.6223559273872783
2023-09-22,1.6188119070130649
2023-09-25,1.6265151223988075
2023-09-26,1.6029106710507894
2023-09-27,1.6100477916161253
2023-09-28,1.620096618328228
2023-09-29,1.6099202387812055
2023-10-02,1.5887214869629631
2023-10-03,1.5677273942332928
2023-10-04,1.577262462180017
2023-10-05,1.5710371222317225
2023-10-06,1.5923886937550615
2023-10-09,1.6033124172804591
2023-10-10,1.6175476861271092
2023-10-11,1.6259099748389139
2023-10-12,1.6160102284747306
2023-10-13,1.6064731333650544
2023-10-16,1.6279900100211344
2023-10-17,1.6365083877345452
2023-10-18,1.6092753411389935
2023-10-19,1.5882745299681944
2023-10-20,1.5630341160958336
2023-10-23,1.555828825436485
2023-10-24,1.569039333235728
2023-10-25,1.5507918124016562
2023-10-26,1.5514935767942626
2023-10-27,1.5353564283488772
2023-10-30,1.5480566062427001
2023-10-31,1.5599665908422737
2023-11-01,1.563672962455051
2023-11-02,1.6050780250689403
2023-11-03,1.6188315160411295
2023-11-06,1.6155652159499774
2023-11-07,1.6080162575450876
2023-11-08,1.6115750982252166
2023-11-09,1.6009902562017357
2023-11-10,1.6251856448334423
2023-11-13,1.628823552340556
2023-11-14,1.6688165580540766
2023-11-15,1.6700768326771263
2023-11-16,1.6614275502863416
2023-11-17,1.6725464279114446
2023-11-20,1.6809605363963853
2023-11-21,1.6758618877869134
2023-11-22,1.6831490141830137
2023-11-24,1.687907641796913
2023-11-27,1.6858514743885435
2023-11-28,1.67963243660885
2023-11-29,1.6854076651291585
2023-11-30,1.6973626747298145
2023-12-01,1.7217867002831722
2023-12-04,1.7204805896176099
2023-12-05,1.704848738344042
2023-12-06,1.704097472628308
2023-12-07,1.7169502089422028
2023-12-08,1.7281963890027823
2023-12-11,1.7499258252240915
2023-12-12,1.7554859664627556
2023-12-13,1.791614124985767
2023-12-14,1.811501683954922
2023-12-15,1.8034953070818622
2023-12-18,1.8066002025322223
2023-12-19,1.8182510370234215
2023-12-20,1.7890732120424344
2023-12-21,1.8070551793420329
2023-12-22,1.8113871103940178
2023-12-26,1.8265929493743884
2023-12-27,1.829527578720846
2023-12-28,1.8294453514250246
2023-12-29,1.8251726349571142
2024-01-02,1.8203361396162183
2024-01-03,1.796182208538297
2024-01-04,1.7900732101256684
2024-01-05,1.7961532223867782
2024-01-08,1.8175027651677806
2024-01-09,1.8089338443575882
2024-01-10,1.8104380563923816
2024-01-11,1.8098023975554787
2024-01-12,1.8080397592413122
2024-01-16,1.7962742759034551
2024-01-17,1.7831685733293619
2024-01-18,1.797910800729097
2024-01-19,1.8183206570361872
2024-01-22,1.8273632090338823
2024-01-23,1.819725300087172
2024-01-24,1.8189648491298835
2024-01-25,1.8432351802002425
2024-01-26,1.8395838319825537
2024-01-29,1.8526733560956374
2024-01-30,1.8535585459327588
2024-01-31,1.8266912270091176
