Date,AFL,AON,APA,APD,BA,BKNG,BKR,CI,CINF,CMI,COF,D,DVA,EA,ECL,ED,EQR,ESS,ETN,GM,GOOGL,HST,INTU,KLAC,KMB,KR,L,LLY,LRCX,MAS,MLM,MMM,NDAQ,NOW,PM,PWR,RF,ROP,ROST,RVTY,SO,TFC,TGT,TPR,TXN,TXT,ULTA,URI,VRTX,ZBH
2020-07-27,-0.009289609089771557,-0.0007242881501179986,-0.036576557846841044,0.010883088370618993,-0.020641996867565265,0.000898821841799366,-0.00244651771581383,-0.03096855802239077,-0.009415700854337725,0.014346222768413406,0.010398056075138388,-0.0023658043329582083,0.013195459745616773,0.006779700339821898,0.009381736397678083,-0.010908614559254678,-0.018761609173229252,-0.007311987556038399,0.01715814823587005,-0.02117523454030151,0.013971388045786097,-0.017291560129210747,0.02554726663038189,0.046000580868831006,0.0002712668359070256,0.0014395060513165965,-0.01613110781016493,0.005999845387795985,0.035127441677227894,0.03255151246663906,0.019263396314726407,0.021048086591307583,-0.00023007153022472292,0.02007051065160844,0.021752718089051694,0.009784555195893064,-0.028798964098744464,0.012991399635004315,-0.01214427153653812,0.040832795387574956,-0.010815143210453888,-0.02876205930257334,-0.008279359106713591,0.013274529437284778,0.019026368263667885,-0.004961205651324688,-0.024196983978327164,0.014868941588003221,0.0203312544532264,0.0009688253036420454
2020-07-28,-0.003850493662098185,-0.00620238056835573,-0.027398790558538,-0.018631209544924178,0.0036944162728726184,-0.012456417150663028,-0.02857334570154654,0.0014234071195526482,0.011456252171576666,0.02103807163998374,-0.02526323730824277,0.022677900244131365,-0.005666379758969442,-0.010186748748020195,-0.09036125172096288,0.02117584279714804,0.024633049875631707,0.025408144723963414,-0.02004636425649002,0.024218062105520726,-0.016999649236852862,0.019194465992121688,0.0021923856784688196,-0.023618762125217886,0.022807555682796722,0.013431008685570275,0.0027524546185083423,0.013306422486557288,-0.025885191391160453,-0.02555199093318642,-0.07087439775805382,-0.04966966854937775,-0.01840151757823084,0.0028313558791328536,-0.007283969221423604,-0.0273921958234481,-0.006619222186142137,0.00566487378345139,0.00888891625779552,-0.017371962970469255,0.018623875484325862,0.005439636831292765,0.00487874549885986,-0.010309412929942495,-0.015176757257500315,0.0005849173607338835,-0.0064581394944767,-0.030846266879604487,-0.020223540837874785,-0.0005962264134831655
2020-07-29,0.005769773779916203,0.0002917513962332195,0.024472681199939037,-0.0014533407216748867,-0.028679430120736538,0.015218774112588743,-0.003787652599155717,0.033844807848400243,0.0004795502013131949,0.019599387832234753,0.03495169552113239,0.0024343306616966304,0.036927673647163956,0.00849612794844926,0.005713712415133956,0.004442551785586584,-0.019769579642070843,0.005123661827157774,0.037327387290054054,-0.01685218685285887,0.013121446572212052,0.04643375015024962,0.017964657165498242,0.01372607717085039,0.008321808830141613,-0.0034123199323181875,0.026848759381253327,-0.005548782717565638,0.03353575186028269,0.03357130678076336,0.008112002686354649,0.005905382878251449,0.02207224658802615,0.024230479082809953,0.005371927838833086,0.029094861849278977,0.04634704515369922,0.03271421175305677,0.029260185657867508,0.05718799798113339,0.0019880657758957814,0.03909527859617933,0.003158012423212291,0.026298001762294753,0.011536784815912006,0.0020450250151154794,0.027262194086189375,0.03164209668068093,0.0007178674148513266,0.03960454239321053
2020-07-30,-0.03371249212516808,0.007889047222092297,0.15947407460190538,-0.01408506457882265,-0.024760367643116732,-0.01166352374293041,-0.030831158779437998,-0.018486793261028325,-0.044479080860761994,-0.022372416751802612,-0.023473650597326087,-0.009036553684928575,-0.0019734717451296417,0.019379924475742813,-0.019592063793153272,0.003124588359016726,0.006695299353906339,0.006685554538886923,-0.025399697962902392,-0.0270128180566279,0.009706577985693984,-0.016468865891886054,0.005806900334883895,0.014095668770976559,-0.0005262859881639612,-0.020138516376432176,-0.022734123681590897,-0.05561367090061386,0.047914832453662404,0.012172411739362636,-0.023292563147554724,-0.026787622224968794,-0.008509046395574139,-0.03263277733899039,-0.0120633033248126,-0.025348977626410713,-0.026619049251676626,-0.010023675721218126,0.005863355468718205,-0.006961758909478898,-0.002712003477493066,-0.029110066589576503,0.00725060014614114,-0.04196414430667033,-0.01425104778853843,0.025069358579863067,-0.021961411517000602,-0.04065095589489817,0.002436726933966971,-0.009212039731458385
2020-07-31,0.00790297690688231,-0.008587826619994514,-0.04209818245576864,0.006369823186845872,-0.024692593746544117,-0.015290409319641513,0.01038310178730372,-0.032922360916615025,-0.023837893066093466,-0.006292775352570426,-0.016169106981535276,-0.006029224182370537,-0.04179649662617195,0.02162774345674744,-0.02099890001621775,-0.001430760368610959,-0.00594929955526242,0.000543849052081445,-0.014180204509924695,-0.012377745859517328,-0.03332384914792799,-0.005550412916434965,0.00796344862581745,0.009705205226437546,0.0005262859881639411,0.010982986149419954,-0.0032905674558337955,-0.017871504752046713,-0.0036524246168021324,0.002276985016411562,-0.009702600085523613,-0.010905840555558375,0.010796038049867313,0.017919128697742315,-0.008298141309632712,-0.0037458842228681004,0.010180306489985596,-0.0008089374889310799,0.008061921870118964,0.0008413189421293237,-0.011470227718594817,0.005890186444519439,0.010380783346262775,0.00450118677088094,-0.010451194183220802,-0.0057077385137872215,-0.028704703329333132,-0.009863232368461523,-0.026842358681782863,-0.025188254872508
2020-08-03,-0.005921323052926371,-0.024615830382727927,0.023818513966182665,-0.02909722348382323,0.026666607853811506,-0.0071790392430282,0.008997538958553333,0.0017935302474876378,0.006012872762167862,0.010551799287946561,-0.004870778220332915,-0.008676289259163507,-0.002061859914295033,0.005211323732744592,-0.014374663626025318,-0.012046906449227495,-0.02453876145683861,-0.029888692048784367,0.01851143792918605,0.029687468467920204,-0.0034941967325951267,-0.04457814195380663,0.017247882475843627,0.038386892461457024,-0.0028979121532257623,0.0088707622762422,-0.022497871250748418,0.016825265422042702,0.011205537494097643,0.009749478297598887,0.00433466700216045,-0.00039870326041643015,-0.007337355918867581,0.001728928421123615,-0.0036521236566156487,0.030309159003844382,-0.009250467986655858,0.0063391585025032,-0.020164015648680405,0.023767236383026556,-0.011047892138221443,0.008241507032743683,0.015450338258235559,-0.0014981455305216659,0.01378162394985503,0.027104890603483013,-0.00884783648776874,0.02704953882482914,0.027271740785483445,0.006356609988137644
2020-08-04,-0.008520518666076742,-0.002951065701422026,0.010126638741257528,0.00419362333865936,0.017108029849051087,0.014970047089245634,0.035201534873821785,0.0028859385753832625,-0.012062004521380993,-0.011845946232953526,-0.003945517905681078,0.006823533477719867,-0.042634392379325,0.027437319620158662,0.026224306346930116,-0.00013155013847453547,0.021364163621823615,0.0001401056105677141,-0.0023217285540548,0.006220771136513767,-0.006400521617205322,0.05656520892410202,-0.0034068549934719167,-0.013331937451363352,0.03053165579141861,0.008228218281309712,-0.006198718413061796,0.013065005907721727,0.009264152180742958,-0.008001648509687976,0.019983383497596242,0.005304260200539611,-0.004999158169889354,-0.004122490766846212,0.0074209830656438176,0.007977702958649979,-0.005591817276343355,-0.00412172450568608,0.005673494174434417,-0.00783221416819971,0.007930404935126197,-0.0157443380157288,0.020210637627759286,-0.004507786986626033,0.022252978471790887,0.0002785429228154395,0.03694818263253633,0.007551110952746092,-0.013724249392550361,-0.03814855120680168
2020-08-05,0.01387928204102846,-0.005575575247625294,0.022416813408881166,0.01786652503654477,0.05429352351514808,0.02920280040015722,0.034601352864642755,0.007865221707306271,0.02674979422837399,0.02724038087110146,0.022360376822197093,-0.01457124743938581,-0.007808334876211592,-0.0009575892577379502,0.013796864798883233,-0.029956673786770086,-0.002622436723915866,0.014364055282856569,0.017697431143329053,0.02033451116457009,0.003922164383675595,-0.0018347091204007036,0.000997788279671539,-0.004451221491117787,-0.0029473064534222236,-0.008513005589970245,0.030617313813959768,-0.003298982713693478,-0.003877605723883936,-0.0029729754821815513,0.021299835945877154,0.02701120768291363,0.005075896894255952,-0.005515520845159305,-0.0018175253919478264,0.029654598771666933,0.021267538797758043,0.004167566825577489,0.0033888744274734404,0.010456459987264266,-0.019288607679680086,0.012827453315466803,-0.00831350618177524,0.03405198650012925,0.0035479827635687988,0.01629652006745774,0.017330942535012835,0.05279674250074677,-0.009035586148601232,0.022629345746822918
2020-08-06,-0.003945935910953219,-0.014817261650361553,-0.0402063735540894,-0.005743655723606372,-0.012006619973517915,0.015544526017325542,0.0005964555275603723,-0.010346699274103676,-0.0013834788363535947,-0.010746321509815979,-0.017470589061893752,-0.0010043262140993678,-0.007626660742152311,0.005253663957618813,0.011705722432632031,0.0035233410435945686,0.005983784729331246,0.011935348485735053,0.0017630725674717348,0.010953810106141,0.017332588692497396,-0.012009437698907392,0.004107896620274108,-0.001962789119690542,0.004034541915986137,-0.0017117901394553205,0.0008219172976865746,-0.00950441401894506,-0.014870109709339009,0.005937653419248651,-0.01753818085883384,0.004175613026536794,0.0026045731101465982,-0.012493387114436774,0.002076732582712621,0.06010214266335753,-0.008268648617449916,0.004035917821916021,-0.019471355996465548,-0.025214888539361213,0.00913409715053783,-0.002925016428979038,-0.002786552131709994,0.02088677819164165,0.007806878485414428,0.014416232002080108,0.010099294090419035,-0.0053812126402432775,0.00040245659869083604,-0.004800611098947616
2020-08-07,0.030865872425663084,-0.0008696574903062322,-0.0038536658242851888,-0.0046041918204730295,-0.012740471953080217,0.0015343949629060927,-0.0012063262600002025,0.029154373418642444,0.027558462600870137,0.015424266790347254,0.03560749668737,0.01235582471319687,0.0009717215543605606,-0.020348470539448202,0.003597890860865433,0.015970184377444872,0.028486483694930474,0.014486945087704999,0.012868959022895744,0.0037495103509413343,-0.004381653302438005,0.06651135049761198,-0.009008441899825295,-0.0036410315118849423,0.005035909714763938,0.005977444057785982,0.03366448367318375,0.00032664886427738335,-0.014315368218005454,0.012802875743184807,0.031959800473647625,0.01482537933890158,0.016466702580124472,0.002042794712035924,0.004915302743798917,0.02026432450742377,0.038013990861666264,0.008930517239059714,0.028004585301107804,0.0023492368420601553,0.014736034241994217,0.03942565772338256,0.021016173064967465,0.033640115505082044,-0.0013468455239869957,0.014743649290227059,-0.0006373759033987176,0.0288706945447508,-0.0012812994344175562,0.046930337154994346
2020-08-10,0.025680293068209393,-0.013392411909123257,0.0465201267488967,-0.0015988820204571549,0.05375760752487146,0.00800445214584183,0.04079796508528343,0.026635664774828934,0.021201262488658053,0.053256371561498254,0.02493375909074276,-0.006220862939054163,0.002788335756219083,-0.023113820256538437,0.0020506525102881425,0.0035885438702884407,0.0030756752034806004,0.0012985578118308175,0.020251797889559227,0.04607755798868534,-0.0010351164402213615,0.0325093530089109,-0.017112008945129188,0.0011821901785665835,0.0052639257394116986,-0.005977444057785916,0.022001764962496725,0.00045798129064354584,0.008874823633524867,0.002746831144122249,0.015381156991656385,0.019452020743111007,-0.010136276055382249,0.017175045676319632,0.011162937986803454,0.03892208281349967,0.021090533334180706,0.0009521099228016369,0.033749008380039615,-0.006136193919288806,0.006924138990347838,0.009174343973644482,0.008991822287485435,0.06147560520096238,0.013756230362491469,0.03349345354069787,0.07208789324980128,0.04323603161321752,-0.015727929754180716,-0.007200850416325141
2020-08-11,0.014834998471372991,0.003675092506338968,-0.043307743976900716,0.0012794856198878194,0.004005129699374563,0.020439095493375782,-0.0046459752186735455,-0.003393667109832622,-0.003602364334538682,0.008857951058567603,0.03240210186288444,-0.019663174375832138,-0.010588489452328074,-0.036183463160449264,0.004699333855516658,-0.028527015444083932,-0.011079920194458704,-0.017833027625187483,0.02396874686261394,0.019115820018485535,-0.01093588321012647,-0.017834968242905994,-0.016507697798146485,-0.012635179550523588,-0.014655214213359316,-0.022226447546160943,0.00025926773593658547,-0.01561159695913291,-0.018126859860542632,-0.020087242379813294,0.00953333613240738,0.01194521668384411,-0.00809164307554287,-0.04028260575082735,0.004456114164127032,0.03386005707095572,0.036709256273124644,-0.015091095072078538,0.011713647458313573,-0.007532483375507582,-0.01610880344492556,0.03195475593421342,-0.009219548697714929,0.006459837629564755,0.004641668694502186,-0.004642780058698437,-0.013461840711839083,-0.031609683361137064,-0.02589724509077442,-0.0012295174800668206
2020-08-12,-0.010839594414797572,-0.007363824012702125,0.010210652898235396,0.013403925616998769,-0.026381721517088463,0.0016438280108518274,0.020168040457137184,0.010580979990888636,-0.025712988396986762,0.005455693479257692,-0.021484185341003683,0.012900174874418267,0.00889214357457567,0.03048148287659601,0.01250954821982602,0.01355746344226227,0.00127778591799005,0.007623604877044129,0.003614420198734364,-0.01733043600515567,0.01787315849993468,-0.008605705123688088,0.0183798364671421,0.036523807508013456,0.019388260039766677,0.010164605008508543,-0.012247988209908018,0.012666054054458973,0.03333924646282731,0.01802782669687,-0.01983666683402818,0.005371866663088722,-0.0003832383976899592,0.013600832998771016,0.01224722037687499,-0.0076507325003107056,-0.0008387108474467098,0.027208307455036843,0.00500854794613679,0.01818389123190777,0.012288272605353477,0.0026990612945368224,0.021629032594671475,0.004497331049543262,0.018932144620541044,-0.012748948781834262,0.007327711353456526,0.01682609891412647,0.03375523077893136,0.002673508005536965
2020-08-13,0.0034497790635374943,0.013133724066413789,-0.021174845460211145,0.010144697245886843,-0.004055217126378315,-0.00838643024099145,-0.023666290733004736,-0.018839476924449913,-0.017809628322055827,-0.014028585463790141,-0.00751180305320795,-0.0033987604489526153,-0.009626601226048232,0.013277944880831172,-0.01082927100398522,-0.006620357714916773,-0.024186716184388744,-0.02369516818676656,-0.0038375743492746715,-0.01727265563566219,0.006223858344264321,-0.02627123655335158,0.006410672933868557,0.009379257916697884,-0.0023950897370324208,0.004636546149696865,-0.0073684324934318165,-0.008932804469355023,-0.011865267159726566,0.00017181633195702,-0.006761110857388171,0.009693262510580468,-0.0010739067597002451,0.02608888761705367,-0.01964223218784358,-0.004253090248397331,-0.025489823187779485,0.01440203098365839,-0.010687107898944061,0.0010836212352409445,0.0027301532971790725,-0.03890365522835928,0.0015590053206426865,-0.010957168679108141,-0.010805697178312411,-0.02117056827683462,0.02108210484557404,-0.0012886512896943046,-0.013754909081572246,-0.004846083392022695
2020-08-14,0.00844096055915841,0.01291252415363011,0.01288652318778117,0.005223798373156637,0.018990996910278956,-0.007895135623840385,0.006404577385515576,0.013835631335541157,0.006637784942309373,0.015481750601980543,0.026695508248435182,-0.005816773170290008,0.006103534709337704,-0.009497012105764714,-0.009405717114300749,-0.003259075245906073,0.01631178527050949,0.01433886711403068,-0.005338020561612864,0.011189456348710715,-0.007956739932020295,-0.001776157955917243,-0.0038219608253445953,0.011650816647779389,-0.0014524497070793482,0.02286436772641513,-0.006624949591590504,-0.0024618206771391147,-0.009005283119164213,-0.004475899625010689,-0.0013668517750603398,0.0014459735979256128,-0.008014975307565956,-0.006154505260038869,-0.0055182132421490665,0.003646601139631704,0.01282617740028723,-0.01832725087439819,0.010580844132024262,-0.014690626945675495,-0.015009768917202118,0.017365245032888086,0.012678082001222262,0.03189055816365933,0.0014572355656654807,0.028995478483970945,0.013397842532797626,0.005367576893247072,0.0005239677082600146,-0.0042876751020403895
2020-08-17,-0.016153150540988023,-0.002436715400817437,-0.018088152536873514,-0.0008976316610000458,-0.034680315086282165,-0.014695494302501248,-0.0330414503730026,-0.0066191028726041825,-0.023747443417832758,-0.014388191817269733,-0.03934146732819246,-0.0021582522545865153,0.04857576632535591,0.00014274570548591692,0.0007191288406150812,0.01189735234620095,0.018218666407180163,0.005007086912223851,9.909619527458706e-05,0.07433859585542077,0.007686305700707791,-0.03252319793175251,0.008051659701538384,0.02391840124052998,-0.0026579077186139125,0.017089747977461066,-0.021772166596628402,0.009548643197684467,0.01445448851119265,0.02099953660884858,-0.013356613319423028,-0.008403470082627129,0.008245011381898995,0.015123796743408989,0.007052756040170829,0.026737766043631823,-0.008532514694433911,-0.008985091140182588,0.03211749991443415,0.011937087609953394,0.0005598947544154281,-0.01942827342488122,0.012446741500676681,-0.006297187344125879,0.006747893160643981,-0.017031953742291606,-0.005962181567788397,-0.0013949920387347757,0.024209737583491833,0.009133758494063053
2020-08-18,-0.001076134154147379,-0.0015266263557179264,-0.005884403689924148,-0.011147706644819847,-0.01040214399484335,0.014717832075248839,-0.012677799345306663,-0.001428408670953485,0.009541296188542246,-0.002616653170858652,-0.01996145308545197,-0.006375245257400879,0.0032407293912627877,0.015051606948367022,-0.002466544389292176,-0.004013942222316417,-0.0003612090755346103,-0.006925385017909414,-0.001884842983893137,-0.005680765653129355,0.025743465225067243,-0.010152357849894602,0.002885488588807918,-0.022737109846515755,-0.001204553008248596,0.006644324202182537,-0.01004047062891132,0.010372791627575019,-0.011968668948237029,-0.004911568798404695,-0.007094666260623816,-0.0020055100158240884,-0.0019972216601704,-0.010887091962772575,0.011687243247723371,-0.00889987005769933,-0.026043048149464218,-0.004477699186013197,-0.029569164235078004,-0.013714451865761649,-0.010127632559334285,-0.021657801272644817,-0.004809397983922355,-0.03209520941774178,0.0074211838585105765,-0.01598348801038756,-0.035614211752004535,-0.014171906495180103,-0.009281911296697695,0.0015861396730762016
