Date,Portfolio_Dollar_Value
2024-01-18,1797910.8007290969
2024-01-19,1818320.6570361871
2024-01-22,1827363.2090338822
2024-01-23,1819725.300087172
2024-01-24,1818964.8491298836
2024-01-25,1843235.1802002424
2024-01-26,1839583.8319825537
2024-01-29,1852673.3560956374
2024-01-30,1853558.5459327588
2024-01-31,1826691.2270091176
2024-02-01,1846679.6259270953
2024-02-02,1853353.0178741585
2024-02-05,1844199.8489244995
2024-02-06,1853031.856678199
2024-02-07,1863434.5091043324
2024-02-08,1875889.2466166962
2024-02-09,1886704.7984535545
2024-02-12,1898081.4767422406
2024-02-13,1872623.5110662333
2024-02-14,1896928.2983590278
2024-02-15,1913393.2760279195
2024-02-16,1913488.564823717
2024-02-20,1904310.7520321156
2024-02-21,1910363.5287593827
2024-02-22,1943863.4452465847
2024-02-23,1943774.765120061
2024-02-26,1939670.3593814296
2024-02-27,1949201.7094654022
2024-02-28,1949553.4940331976
2024-02-29,1958346.7794057098
2024-03-01,1973477.9012049248
2024-03-04,1981434.664875089
2024-03-05,1972292.6715217961
2024-03-06,1983450.7677436054
2024-03-07,1997137.4059091306
2024-03-08,1987877.0792079847
2024-03-11,1981282.6182578364
2024-03-12,1995805.997145241
2024-03-13,2000327.7613083688
2024-03-14,1991047.9143943805
2024-03-15,1982900.3637276087
2024-03-18,1993177.6051522058
2024-03-19,2005622.4573162633
2024-03-20,2027019.7403843561
2024-03-21,2046267.1401031814
2024-03-22,2034243.5977793967
2024-03-25,2027322.9839954637
2024-03-26,2026552.6753083728
2024-03-27,2053124.902004746
2024-03-28,2063817.684198054
2024-04-01,2055765.943151091
2024-04-02,2035715.3658765731
2024-04-03,2035235.5124175036
2024-04-04,2010305.838035376
2024-04-05,2032822.1055294082
2024-04-08,2034879.0691302074
2024-04-09,2028559.4033672868
2024-04-10,2005235.3226451483
2024-04-11,2006622.7091027717
2024-04-12,1979521.6794319507
2024-04-15,1960015.4591428551
2024-04-16,1951403.5831526178
2024-04-17,1937863.8100143643
2024-04-18,1937243.3652591023
2024-04-19,1934828.1307664886
2024-04-22,1952477.6242479314
2024-04-23,1977246.774865435
2024-04-24,1979539.8966750433
2024-04-25,1973218.1752812658
2024-04-26,1986329.4079497035
2024-04-29,1998192.0866661856
2024-04-30,1969405.155526239
2024-05-01,1959013.3122854286
2024-05-02,1959965.7707949125
2024-05-03,1970076.677166289
2024-05-06,1999567.8553554455
2024-05-07,2002136.3893010996
2024-05-08,1999555.2146437764
2024-05-09,2019374.024942939
2024-05-10,2022708.0774097233
2024-05-13,2015265.678327521
2024-05-14,2022407.1221942247
2024-05-15,2050018.2161902427
2024-05-16,2035045.9771025272
2024-05-17,2038909.3643134518
2024-05-20,2045031.028431084
2024-05-21,2049798.2163171966
2024-05-22,2038661.7688606053
2024-05-23,2020575.899513478
2024-05-24,2036103.1599199362
2024-05-28,2020407.5954599222
2024-05-29,2002085.891372448
2024-05-30,2007569.2329699146
2024-05-31,2030647.7149698825
2024-06-03,2018091.8262353234
2024-06-04,2008419.2813739094
2024-06-05,2028337.6738067744
2024-06-06,2016959.5565246774
2024-06-07,2018935.5947153503
2024-06-10,2037125.1549342002
2024-06-11,2026572.7028596646
2024-06-12,2046040.7228207593
2024-06-13,2043378.7736692114
2024-06-14,2027273.919049696
2024-06-17,2048112.013351341
2024-06-18,2058062.4718618724
2024-06-20,2047741.4037252779
2024-06-21,2051571.648287557
2024-06-24,2062455.907566962
2024-06-25,2056091.0934340751
2024-06-26,2044372.5440772052
2024-06-27,2049123.577712442
2024-06-28,2053025.0150788052
2024-07-01,2041599.5765142504
2024-07-02,2046110.4016280402
2024-07-03,2048693.7394093284
2024-07-05,2046989.1764349067
2024-07-08,2058500.8813505303
2024-07-09,2057704.1331017276
2024-07-10,2080383.1109059
2024-07-11,2096367.6993454671
2024-07-12,2112873.3051209017
2024-07-15,2114479.368490717
2024-07-16,2146935.3030005214
2024-07-17,2112280.640676586
2024-07-18,2101702.254614538
2024-07-19,2082100.0510563557
2024-07-22,2112237.3372933054
2024-07-23,2103602.190933651
2024-07-24,2057736.7229291955
2024-07-25,2062796.7817886295
2024-07-26,2093891.446423986
2024-07-29,2095766.4398818072
2024-07-30,2088440.165371106
2024-07-31,2117180.2445684625
2024-08-01,2087322.80284906
2024-08-02,2020018.616567286
2024-08-05,1974594.6344085268
2024-08-06,1996334.6058671349
2024-08-07,1976537.890151886
2024-08-08,2035369.907558591
2024-08-09,2045287.6432556587
2024-08-12,2036607.5886869614
2024-08-13,2065783.8145201807
2024-08-14,2072306.3204999317
2024-08-15,2109109.998824764
2024-08-16,2111375.030927862
2024-08-19,2124451.3110682056
2024-08-20,2117658.5130639425
2024-08-21,2138674.5545071224
2024-08-22,2127747.0094478442
2024-08-23,2156160.174356855
2024-08-26,2149054.9052611683
2024-08-27,2146895.91595315
2024-08-28,2140921.1660706764
2024-08-29,2150739.031104595
2024-08-30,2171618.9996253285
2024-09-03,2123542.465346526
2024-09-04,2119336.1047612415
2024-09-05,2098409.880794777
2024-09-06,2070529.936531081
2024-09-09,2091935.9188205013
2024-09-10,2086848.4633280775
2024-09-11,2100236.012741424
2024-09-12,2117015.9373027557
2024-09-13,2137622.5980746225
2024-09-16,2150264.4715677067
2024-09-17,2155507.3261654032
2024-09-18,2150495.7441313025
2024-09-19,2191628.431580851
2024-09-20,2184695.2104785894
2024-09-23,2193200.8791173627
2024-09-24,2196750.073919114
2024-09-25,2187357.119310038
2024-09-26,2197427.7444507265
2024-09-27,2198374.160476566
2024-09-30,2197281.4056472653
2024-10-01,2182058.952786388
2024-10-02,2181962.9027887075
2024-10-03,2172696.530767808
2024-10-04,2196841.5661347043
2024-10-07,2181961.142056082
2024-10-08,2188618.615371213
2024-10-09,2205076.38649817
2024-10-10,2197026.9121355577
2024-10-11,2222519.8374291956
2024-10-14,2240870.65837952
2024-10-15,2212176.908252199
2024-10-16,2224147.487127418
2024-10-17,2224105.2062846133
2024-10-18,2224602.3548502037
2024-10-21,2209600.1030900567
2024-10-22,2207145.0264525404
2024-10-23,2198895.3918144405
2024-10-24,2202507.7817706536
2024-10-25,2209133.4897417948
2024-10-28,2219990.3166912505
2024-10-29,2215011.1802806356
2024-10-30,2206832.664499785
2024-10-31,2175198.368339601
2024-11-01,2172902.5857985867
2024-11-04,2171721.5508755487
2024-11-05,2206824.244293096
2024-11-06,2263781.4747837447
2024-11-07,2273644.536435607
2024-11-08,2294496.72165967
2024-11-11,2305480.1511103525
2024-11-12,2291479.9961161753
2024-11-13,2286161.67144899
2024-11-14,2277339.097024186
2024-11-15,2255772.4835690293
2024-11-18,2259512.167733524
2024-11-19,2246258.6523493347
2024-11-20,2247115.177623771
2024-11-21,2279437.318346843
2024-11-22,2297802.4987819535
2024-11-25,2322569.213175222
2024-11-26,2328971.5780998026
2024-11-27,2324889.3369149854
2024-11-29,2338302.0431698333
2024-12-02,2333023.3622373934
2024-12-03,2323216.10242515
2024-12-04,2324687.5334157674
2024-12-05,2313478.9762982917
2024-12-06,2311396.287503235
2024-12-09,2290116.753314332
2024-12-10,2272351.2687226436
2024-12-11,2289741.448453775
2024-12-12,2280102.164763283
2024-12-13,2276164.7882335233
2024-12-16,2272998.609108209
2024-12-17,2252021.7980405428
2024-12-18,2184959.8656850182
2024-12-19,2174710.852523278
2024-12-20,2207149.8090406507
2024-12-23,2216517.12377274
2024-12-24,2235373.9127966654
2024-12-26,2240282.4574055537
2024-12-27,2220807.8941174233
2024-12-30,2198780.294418211
2024-12-31,2196418.8473865953
2025-01-02,2189099.249168656
2025-01-03,2216419.830131033
2025-01-06,2218589.7156132273
2025-01-07,2208003.1930629183
2025-01-08,2209769.524056642
2025-01-10,2186179.421075935
2025-01-13,2205061.8126034117
2025-01-14,2223374.3358344347
2025-01-15,2247851.961644204
2025-01-16,2268112.261689884
2025-01-17,2277871.830272659
2025-01-21,2318045.918084005
2025-01-22,2311915.357125875
2025-01-23,2315010.6251804447
2025-01-24,2316192.7872003475
2025-01-27,2273044.4748633876
2025-01-28,2263752.129021086
2025-01-29,2262540.0129721495
2025-01-30,2295155.545161771
2025-01-31,2284044.4249054994
2025-02-03,2267838.2585219834
2025-02-04,2275998.724844351
2025-02-05,2286282.1989378375
2025-02-06,2312527.9891681564
2025-02-07,2292211.2366369306
2025-02-10,2292484.791811265
2025-02-11,2294289.3278227714
2025-02-12,2280199.5445514997
2025-02-13,2292271.3365549804
2025-02-14,2283634.6540460717
2025-02-18,2300044.495465272
2025-02-19,2311230.270901638
2025-02-20,2294002.361311085
2025-02-21,2251833.5280953576
2025-02-24,2242343.301413239
2025-02-25,2247788.670659076
2025-02-26,2261732.5434246105
2025-02-27,2233344.7813542397
2025-02-28,2263971.023705548
2025-03-03,2231140.1599770966
2025-03-04,2191461.338441158
2025-03-05,2216632.088151175
2025-03-06,2179267.611391136
2025-03-07,2187033.908328119
2025-03-10,2137474.0833329037
2025-03-11,2124777.5301456805
2025-03-12,2128076.9377346886
2025-03-13,2101820.717475105
2025-03-14,2152472.1568678124
2025-03-17,2176127.519612871
2025-03-18,2161029.508128601
2025-03-19,2189469.2952966955
2025-03-20,2184203.9427588545
2025-03-21,2175028.1884676176
2025-03-24,2221589.7039169953
2025-03-25,2218129.5103163193
2025-03-26,2196128.4347730177
2025-03-27,2183921.7218227875
2025-03-28,2147573.8931510877
2025-03-31,2164844.049301757
2025-04-01,2175881.242268385
2025-04-02,2197984.4287903723
2025-04-03,2086126.619524241
2025-04-04,1964083.120407459
2025-04-07,1955256.7465272704
2025-04-08,1925759.501945018
2025-04-09,2088599.4897662962
2025-04-10,2021622.9944836015
2025-04-11,2047582.6893946505
2025-04-14,2075209.017669227
2025-04-15,2070110.8291684184
2025-04-16,2037076.792147923
2025-04-17,2061560.671579889
2025-04-21,2017496.1008748803
2025-04-22,2064847.082886096
2025-04-23,2092218.1632903558
2025-04-24,2146698.3381505683
2025-04-25,2146730.875155144
2025-04-28,2152594.6325654155
2025-04-29,2162906.364675025
2025-04-30,2173922.8759159734
2025-05-01,2171433.750723809
2025-05-02,2209896.3558189482
2025-05-05,2204251.680780457
2025-05-06,2182530.958288778
2025-05-07,2195729.6579009136
2025-05-08,2210251.915102422
2025-05-09,2209126.1526371045
2025-05-12,2278220.970606018
2025-05-13,2288991.8559018867
2025-05-14,2270291.452883783
2025-05-15,2288073.3329850156
2025-05-16,2309546.112466274
2025-05-19,2309297.6227385364
2025-05-20,2304140.8085042736
2025-05-21,2258633.8582148617
2025-05-22,2247285.479581906
2025-05-23,2240689.7393148933
2025-05-27,2290353.972064655
2025-05-28,2271961.6688568145
2025-05-29,2276060.688856097
2025-05-30,2281233.2484194357
2025-06-02,2283404.7172937947
2025-06-03,2301960.1087448657
2025-06-04,2298558.8897148804
2025-06-05,2299081.931757902
2025-06-06,2322219.625620006
2025-06-09,2322338.264827569
2025-06-10,2337537.616268845
2025-06-11,2341416.1868134835
2025-06-12,2348377.9052883936
2025-06-13,2318701.5918263085
2025-06-16,2345215.9596387343
2025-06-17,2325947.851772695
2025-06-18,2325498.5157473907
2025-06-20,2324923.260249242
2025-06-23,2346259.5154275065
2025-06-24,2374649.763148717
2025-06-25,2361570.9715429647
2025-06-26,2386688.513839524
2025-06-27,2397039.9221939067
2025-06-30,2407113.523897716
2025-07-01,2419440.8917013034
2025-07-02,2427468.205483817
2025-07-03,2450500.831185902
2025-07-07,2439507.555507165
2025-07-08,2440301.944917928
2025-07-09,2452931.602519608
2025-07-10,2467254.6088346173
2025-07-11,2463427.7872093986
2025-07-14,2474258.635387443
2025-07-15,2448839.3389581707
2025-07-16,2457990.1659473595
2025-07-17,2476848.5814174525
2025-07-18,2483969.2879371694
2025-07-21,2480644.013713763
2025-07-22,2487340.0989624155
2025-07-23,2515434.533166315
2025-07-24,2519322.90496173
2025-07-25,2536502.9787848676
2025-07-28,2532149.862661081
2025-07-29,2515983.051446894
2025-07-30,2506922.9909785003
2025-07-31,2475695.136081008
2025-08-01,2451819.325676037
2025-08-04,2489169.578254078
2025-08-05,2470914.655078469
2025-08-06,2474265.3189924466
2025-08-07,2454273.1763161398
2025-08-08,2462582.8573455303
2025-08-11,2454809.2829084736
2025-08-12,2495857.1270831004
2025-08-13,2518108.548896814
2025-08-14,2484366.4103495013
2025-08-15,2474433.110291235
2025-08-18,2473609.105167463
2025-08-19,2478484.66890168
2025-08-20,2480169.417552696
2025-08-21,2475579.324898836
2025-08-22,2510087.749833414
2025-08-25,2495201.8940662304
2025-08-26,2515362.5353546618
2025-08-27,2519897.477031303
2025-08-28,2527566.0746930717
2025-08-29,2512702.3971195654
2025-09-02,2501986.9630529154
2025-09-03,2502213.442450374
2025-09-04,2527766.7955743396
2025-09-05,2522729.3366165473
2025-09-08,2526523.57144492
2025-09-09,2520262.586688531
2025-09-10,2535745.946198698
2025-09-11,2566832.0905358936
2025-09-12,2551025.342543432
2025-09-15,2563160.2375444975
2025-09-16,2556662.863108198
2025-09-17,2557350.455382191
2025-09-18,2588130.029749444
2025-09-19,2584152.6357007716
2025-09-22,2589980.487748608
2025-09-23,2594046.597929958
2025-09-24,2593292.644667526
2025-09-25,2568278.9294928624
2025-09-26,2597096.4406838687
2025-09-29,2604746.156868357
2025-09-30,2617377.2199789155
2025-10-01,2640735.074130788
2025-10-02,2652167.003196884
2025-10-03,2653675.998251673
2025-10-06,2666531.6621362343
2025-10-07,2642107.9418151714
2025-10-08,2656040.8306543925
2025-10-09,2627512.5097671994
2025-10-10,2558396.352123562
2025-10-13,2600285.2714643613
2025-10-14,2624709.7024459722
2025-10-15,2636460.4785726685
2025-10-16,2607147.934228157
2025-10-17,2614260.5490891137
2025-10-20,2641810.420416612
2025-10-21,2654592.0234975596
2025-10-22,2628252.3321752036
2025-10-23,2639838.830222853
2025-10-24,2655199.155896816
2025-10-27,2665186.213325561
2025-10-28,2637960.302607651
2025-10-29,2630439.373279505
2025-10-30,2625769.2004322433
2025-10-31,2624458.9325458305
2025-11-03,2624604.705202515
2025-11-04,2604147.830281114
2025-11-05,2633636.447087944
2025-11-06,2611928.2871144023
2025-11-07,2633199.923279908
2025-11-10,2665405.824231484
2025-11-11,2659440.913810235
2025-11-12,2675444.0994723076
2025-11-13,2631521.0526636657
2025-11-14,2620192.0284151854
2025-11-17,2588181.073417272
2025-11-18,2596096.296722796
2025-11-19,2609896.4838090045
2025-11-20,2568638.5073760236
2025-11-21,2619183.684573377
2025-11-24,2644383.5464141266
2025-11-25,2684066.0192613164
2025-11-26,2704276.1457196972
2025-11-28,2710070.1026267093
2025-12-01,2690688.5456119957
2025-12-02,2694337.512648288
2025-12-03,2714858.155630715
2025-12-04,2714876.1801553774
2025-12-05,2722548.5439267573
2025-12-08,2710418.384483424
2025-12-09,2711776.6656780983
2025-12-10,2743672.0852251295
2025-12-11,2773372.8888064246
2025-12-12,2744120.547657032
2025-12-15,2755257.588768892
2025-12-16,2741559.4525767965
2025-12-17,2709346.1761715338
2025-12-18,2733933.6211001067
2025-12-19,2752308.8906142525
2025-12-22,2782231.7152519412
2025-12-23,2782846.933143451
2025-12-24,2793563.5731520746
2025-12-26,2796260.5080276956
2025-12-29,2784044.505146095
2025-12-30,2776455.5149336816
2025-12-31,2749179.12771068
2026-01-02,2794008.289106149
2026-01-05,2819364.8657956324
2026-01-06,2864462.0022826293
2026-01-07,2842748.444375027
2026-01-08,2852957.327202002
2026-01-09,2877511.4029060733
2026-01-12,2882196.238859229
2026-01-13,2884144.777721795
2026-01-14,2873767.5278117694
2026-01-15,2898655.427774354
2026-01-16,2908974.787043899
2026-01-20,2864408.418607832
2026-01-21,2918525.490322819
2026-01-22,2911455.872101223
2026-01-23,2893484.8750121472
2026-01-26,2900083.720826418
2026-01-27,2919951.960143465
2026-01-28,2911162.56626523
2026-01-29,2917618.4331406136
2026-01-30,2877111.4913032628
2026-02-02,2899019.7638131287
2026-02-03,2887324.4837070494
2026-02-04,2908684.4612508602
2026-02-05,2909712.875303645
2026-02-06,3002454.8395698764
2026-02-09,2997654.613928277
2026-02-10,2987666.8535774453
2026-02-11,3008394.9295128286
2026-02-12,2983666.79025215
2026-02-13,3006395.1498074215
2026-02-17,3001812.7193341916
2026-02-18,3008400.899531758
2026-02-19,3011234.783524953
2026-02-20,3035230.519874002
2026-02-23,3002003.83393127
2026-02-24,3033641.715191425
2026-02-25,3040358.689617144
2026-02-26,3052292.2552396776
2026-02-27,3032715.3799340287
2026-03-02,3029879.2799976156
2026-03-03,2979340.1788535407
2026-03-04,3004263.096112438
2026-03-05,2954643.8517159186
2026-03-06,2902112.989597285
2026-03-09,2937273.772696677
2026-03-10,2932159.2574012815
2026-03-11,2921507.107797039
2026-03-12,2869994.127090762
2026-03-13,2861474.360107523
2026-03-16,2887645.706972641
2026-03-17,2899967.458030734
2026-03-18,2866070.894491331
2026-03-19,2886105.9471205454
2026-03-20,2853003.8941673846
2026-03-23,2890764.5183393634
2026-03-24,2910879.784564621
2026-03-25,2913211.9862516937
2026-03-26,2852305.743687683
2026-03-27,2822009.606106568
2026-03-30,2794555.603227041
2026-03-31,2865374.3283643336
2026-04-01,2898441.8935064767
2026-04-02,2887714.129255754
2026-04-06,2908152.0496602906
2026-04-07,2898429.3555338387
2026-04-08,3001597.066719133
2026-04-09,3029384.0149492687
2026-04-10,3011935.5325815245
2026-04-13,3041165.431848369
2026-04-14,3047548.246617577
2026-04-15,3027603.979699743
2026-04-16,3025567.6128373505
2026-04-17,3084707.1755384747
2026-04-20,3086711.712289395
2026-04-21,3067466.7326364145
2026-04-22,3079483.41800001
2026-04-23,3128415.0153793716
2026-04-24,3130135.0768924467
2026-04-27,3121707.1716715684
2026-04-28,3100608.0488539436
2026-04-29,3084178.024083094
2026-04-30,3184557.666191854
2026-05-01,3175184.6073869863
2026-05-04,3160450.1308524464
2026-05-05,3194825.1769505483
2026-05-06,3260408.62885391
2026-05-07,3173602.171402237
2026-05-08,3183661.7155164075
2026-05-11,3199836.107871495
2026-05-12,3190947.7729480737
2026-05-13,3203673.6319103227
2026-05-14,3220151.985480979
2026-05-15,3178887.872646114
2026-05-18,3159526.726311831
2026-05-19,3140532.665873201
2026-05-20,3179352.499527538
2026-05-21,3189858.492979776
2026-05-22,3220789.3677756903
2026-05-26,3268968.041752665
2026-05-27,3257641.8109961175
2026-05-28,3265962.5205425206
2026-05-29,3244178.7141610575
2026-06-01,3205194.950204011
2026-06-02,3240911.167104515
2026-06-03,3267484.2215166036
2026-06-04,3297604.8634499535
2026-06-05,3225711.9606235777
2026-06-08,3262695.3277166057
2026-06-09,3288064.1536887237
2026-06-10,3228419.4372004657
2026-06-11,3335134.688772228
2026-06-12,3379574.4421862224
2026-06-15,3422586.6430441765
2026-06-16,3386523.3468956794
2026-06-17,3348867.6619953867
2026-06-18,3371386.745451286
2026-06-22,3430656.202605242
2026-06-23,3350149.29790039
2026-06-24,3363211.187022928
2026-06-25,3423362.4639324853
2026-06-26,3389324.4354675305
2026-06-29,3454403.998925757
2026-06-30,3496907.407153104
2026-07-01,3413031.2984389737
2026-07-02,3362570.770126927
2026-07-06,3370409.6761317234
2026-07-07,3325606.8252520785
2026-07-08,3309298.994977668
2026-07-09,3340400.4763029986
2026-07-10,3347519.733528068
2026-07-13,3308236.3455995936
2026-07-14,3324463.2901292373
2026-07-15,3314101.664687785
2026-07-16,3314650.365350546
2026-07-17,3285571.577735971
2026-07-20,3259645.6172436415
2026-07-21,3295012.141003307
2026-07-22,3298112.8018964664
2026-07-23,3303147.4313961896
2026-07-24,3299575.9274482504
