Date,Portfolio_Dollar_Value,Daily_PnL,Portfolio_Dollar_Value_Prior,VaR_pct_250d_95.0%,ES_pct_250d_95.0%,VaR_1d_$250d_95.0%,ES_1d_$250d_95.0%,VaR_10d_$250d_95.0%,ES_10d_$250d_95.0%,VaR_pct_250d_99.0%,ES_pct_250d_99.0%,VaR_1d_$250d_99.0%,ES_1d_$250d_99.0%,VaR_10d_$250d_99.0%,ES_10d_$250d_99.0%,VaR_pct_250d_99.5%,ES_pct_250d_99.5%,VaR_1d_$250d_99.5%,ES_1d_$250d_99.5%,VaR_10d_$250d_99.5%,ES_10d_$250d_99.5%,VaR_pct_500d_95.0%,ES_pct_500d_95.0%,VaR_1d_$500d_95.0%,ES_1d_$500d_95.0%,VaR_10d_$500d_95.0%,ES_10d_$500d_95.0%,VaR_pct_500d_99.0%,ES_pct_500d_99.0%,VaR_1d_$500d_99.0%,ES_1d_$500d_99.0%,VaR_10d_$500d_99.0%,ES_10d_$500d_99.0%,VaR_pct_500d_99.5%,ES_pct_500d_99.5%,VaR_1d_$500d_99.5%,ES_1d_$500d_99.5%,VaR_10d_$500d_99.5%,ES_10d_$500d_99.5%,VaR_pct_750d_95.0%,ES_pct_750d_95.0%,VaR_1d_$750d_95.0%,ES_1d_$750d_95.0%,VaR_10d_$750d_95.0%,ES_10d_$750d_95.0%,VaR_pct_750d_99.0%,ES_pct_750d_99.0%,VaR_1d_$750d_99.0%,ES_1d_$750d_99.0%,VaR_10d_$750d_99.0%,ES_10d_$750d_99.0%,VaR_pct_750d_99.5%,ES_pct_750d_99.5%,VaR_1d_$750d_99.5%,ES_1d_$750d_99.5%,VaR_10d_$750d_99.5%,ES_10d_$750d_99.5%,VaR_1d_$_250d_95.0%,ES_1d_$_250d_95.0%,VaR_10d_$_250d_95.0%,ES_10d_$_250d_95.0%,VaR_1d_$_250d_99.0%,ES_1d_$_250d_99.0%,VaR_10d_$_250d_99.0%,ES_10d_$_250d_99.0%,VaR_1d_$_250d_99.5%,ES_1d_$_250d_99.5%,VaR_10d_$_250d_99.5%,ES_10d_$_250d_99.5%,VaR_1d_$_500d_95.0%,ES_1d_$_500d_95.0%,VaR_10d_$_500d_95.0%,ES_10d_$_500d_95.0%,VaR_1d_$_500d_99.0%,ES_1d_$_500d_99.0%,VaR_10d_$_500d_99.0%,ES_10d_$_500d_99.0%,VaR_1d_$_500d_99.5%,ES_1d_$_500d_99.5%,VaR_10d_$_500d_99.5%,ES_10d_$_500d_99.5%,VaR_1d_$_750d_95.0%,ES_1d_$_750d_95.0%,VaR_10d_$_750d_95.0%,ES_10d_$_750d_95.0%,VaR_1d_$_750d_99.0%,ES_1d_$_750d_99.0%,VaR_10d_$_750d_99.0%,ES_10d_$_750d_99.0%,VaR_1d_$_750d_99.5%,ES_1d_$_750d_99.5%,VaR_10d_$_750d_99.5%,ES_10d_$_750d_99.5%
2024-07-03,2048693.7394093284,2583.3377812881954,2046110.40162804,0.013049855816429479,0.014751410441087255,26701.445725742535,30183.014342193106,84437.38531271408,95447.07197085906,0.016047192817089218,0.017614583854565935,32834.32813997702,36041.383245176694,103831.26236368732,113972.86107778919,0.016640945319718714,0.018398279373304294,34049.21131159991,37644.91079777653,107673.06027702488,119043.66043484013,0.01590894616634464,0.021151471837773567,32551.460229898297,43278.24653701105,102936.75549086685,136857.8321952496,0.024409025550919283,0.029112431596548527,49943.56107334055,59567.24910638275,157935.4074514799,188368.18112679903,0.027098947384604166,0.03222974561665585,55447.43811680956,65945.61774806526,175340.19487035554,208538.35379071016,0.01760872781123224,0.025402769716157188,36029.401133999236,51976.871346390995,113934.97031529107,164365.29910413822,0.03166472769449058,0.03678290394673059,64789.52870041664,75261.88236749054,204882.4792221656,237998.96927293582,0.03919341888313266,0.03999034832471157,80194.06205214257,81824.66767192082,253595.89090564725,258752.31862961702,26701.445725742535,30183.014342193106,84437.38531271408,95447.07197085906,32834.32813997702,36041.383245176694,103831.26236368732,113972.86107778919,34049.21131159991,37644.91079777653,107673.06027702488,119043.66043484013,32551.460229898297,43278.24653701105,102936.75549086685,136857.8321952496,49943.56107334055,59567.24910638275,157935.4074514799,188368.18112679903,55447.43811680956,65945.61774806526,175340.19487035554,208538.35379071016,36029.401133999236,51976.871346390995,113934.97031529107,164365.29910413822,64789.52870041664,75261.88236749054,204882.4792221656,237998.96927293582,80194.06205214257,81824.66767192082,253595.89090564725,258752.31862961702
2024-07-05,2046989.176434907,-1704.562974421773,2048693.7394093284,0.013049855816429479,0.014751410441087255,26735.157911313483,30221.122218112858,84543.99260402055,95567.57965555656,0.016047192817089218,0.017614583854565935,32875.78345946503,36086.887665149865,103962.35559439939,114116.75868850928,0.016640945319718714,0.018398279373304294,34092.200494360695,37692.43976799229,107809.00400929821,119193.96023556424,0.01590894616634464,0.021151471837773567,32592.5584115903,43332.88793333943,103066.71935270501,137030.6234621792,0.024409025550919283,0.029112431596548527,50006.61783125067,59642.456350831286,158134.81042834173,188606.00731580146,0.027098947384604166,0.03222974561665585,55517.44385142135,66028.87806759808,175561.5724410021,208801.6460391473,0.01760872781123224,0.025402769716157188,36074.89042583441,52042.49528114811,114078.82008663833,164572.820206993,0.03166472769449058,0.03678290394673059,64871.32938780403,75356.90503296163,205141.15570847716,238299.4573251647,0.03919341888313266,0.03999034832471157,80295.31189192123,81927.97624963493,253916.0710120749,259079.00903702612,26735.157911313483,30221.122218112858,84543.99260402055,95567.57965555656,32875.78345946503,36086.887665149865,103962.35559439939,114116.75868850928,34092.200494360695,37692.43976799229,107809.00400929821,119193.96023556424,32592.5584115903,43332.88793333943,103066.71935270501,137030.6234621792,50006.61783125067,59642.456350831286,158134.81042834173,188606.00731580146,55517.44385142135,66028.87806759808,175561.5724410021,208801.6460391473,36074.89042583441,52042.49528114811,114078.82008663833,164572.820206993,64871.32938780403,75356.90503296163,205141.15570847716,238299.4573251647,80295.31189192123,81927.97624963493,253916.0710120749,259079.00903702612
2024-07-08,2058500.8813505303,11511.704915623646,2046989.176434907,0.013049855816429479,0.014751410441087255,26712.913610267256,30195.977510054487,84473.649947756,95488.06510699212,0.016047192817089218,0.017614583854565935,32848.430008745614,36056.86249770153,103875.85638826086,114021.81077224459,0.016640945319718714,0.018398279373304294,34063.83495510933,37661.07874217949,107719.30429820498,119094.78796423646,0.01590894616634464,0.021151471837773567,32565.440610993082,43296.833917590244,102980.96533768353,136916.6106536162,0.024409025550919283,0.029112431596548527,49965.01111005486,59592.83237783643,158003.23842339136,188449.08253459103,0.027098947384604166,0.03222974561665585,55471.251989063756,65973.9404365449,175415.5009465871,208627.91799576525,0.01760872781123224,0.025402769716157188,36044.87524038072,51999.1946604422,113983.9037362123,164435.89162146323,0.03166472769449058,0.03678290394673059,64817.35486538086,75294.20625680234,204970.4732820001,238101.18638599626,0.03919341888313266,0.03999034832471157,80228.50424125204,81859.8101825464,253704.80667083542,258863.44900589052,26712.913610267256,30195.977510054487,84473.649947756,95488.06510699212,32848.430008745614,36056.86249770153,103875.85638826086,114021.81077224459,34063.83495510933,37661.07874217949,107719.30429820498,119094.78796423646,32565.440610993082,43296.833917590244,102980.96533768353,136916.6106536162,49965.01111005486,59592.83237783643,158003.23842339136,188449.08253459103,55471.251989063756,65973.9404365449,175415.5009465871,208627.91799576525,36044.87524038072,51999.1946604422,113983.9037362123,164435.89162146323,64817.35486538086,75294.20625680234,204970.4732820001,238101.18638599626,80228.50424125204,81859.8101825464,253704.80667083542,258863.44900589052
2024-07-09,2057704.133101728,-796.7482488027308,2058500.8813505303,0.013049855816429479,0.014751410441087255,26863.139699617426,30365.791394141528,84948.7065540825,96025.06375902699,0.016047192817089218,0.017614583854565935,33033.160557180054,36259.6363892468,104460.02567472574,114663.0381195436,0.016640945319718714,0.018398279373304294,34255.400607146956,37872.87430528017,108325.08808009916,119764.54434195253,0.01590894616634464,0.021151471837773567,32748.57970477858,43540.32341991781,103560.10200266489,137686.5920673122,0.024409025550919283,0.029112431596548527,50246.000609474955,59927.96609975217,158891.80524014944,189508.86841657426,0.027098947384604166,0.03222974561665585,55783.20707487933,66344.95975758946,176401.9895454376,209801.1841061953,0.01760872781123224,0.025402769716157188,36247.58171888316,52291.62384945413,114624.91790475196,165360.63391305684,0.03166472769449058,0.03678290394673059,65181.869866833404,75717.64019297682,206123.17092788973,239440.202062918,0.03919341888313266,0.03999034832471157,80679.68731406909,82320.16727193347,255131.5728226509,260319.22594535942,26863.139699617426,30365.791394141528,84948.7065540825,96025.06375902699,33033.160557180054,36259.6363892468,104460.02567472574,114663.0381195436,34255.400607146956,37872.87430528017,108325.08808009916,119764.54434195253,32748.57970477858,43540.32341991781,103560.10200266489,137686.5920673122,50246.000609474955,59927.96609975217,158891.80524014944,189508.86841657426,55783.20707487933,66344.95975758946,176401.9895454376,209801.1841061953,36247.58171888316,52291.62384945413,114624.91790475196,165360.63391305684,65181.869866833404,75717.64019297682,206123.17092788973,239440.202062918,80679.68731406909,82320.16727193347,255131.5728226509,260319.22594535942
2024-07-10,2080383.1109059,22678.97780417232,2057704.133101728,0.013049855816429479,0.014751410441087255,26852.742249848565,30354.03823370523,84915.8269309557,95987.8970023429,0.016047192817089218,0.017614583854565935,33020.37498440484,36245.60200040729,104419.59414356624,114618.65748524231,0.016640945319718714,0.018398279373304294,34242.14196310505,37858.21550840852,108283.16056624132,119718.18915608035,0.01590894616634464,0.021151471837773567,32735.904279780258,43523.471021771475,103520.01878935956,137633.30010513376,0.024409025550919283,0.029112431596548527,50226.552761112296,59904.770820859245,158830.30574373386,189435.5185043098,0.027098947384604166,0.03222974561665585,55761.61603600626,66319.28076421004,176333.71268554946,209719.97999909593,0.01760872781123224,0.025402769716157188,36233.55199583592,52271.38423716806,114580.55202498134,165296.6306392741,0.03166472769449058,0.03678290394673059,65156.64105049402,75688.3334786714,206043.3904055872,239347.52609497702,0.03919341888313266,0.03999034832471157,80648.46002620939,82288.30503193676,255032.8234678645,260218.46869561487,26852.742249848565,30354.03823370523,84915.8269309557,95987.8970023429,33020.37498440484,36245.60200040729,104419.59414356624,114618.65748524231,34242.14196310505,37858.21550840852,108283.16056624132,119718.18915608035,32735.904279780258,43523.471021771475,103520.01878935956,137633.30010513376,50226.552761112296,59904.770820859245,158830.30574373386,189435.5185043098,55761.61603600626,66319.28076421004,176333.71268554946,209719.97999909593,36233.55199583592,52271.38423716806,114580.55202498134,165296.6306392741,65156.64105049402,75688.3334786714,206043.3904055872,239347.52609497702,80648.46002620939,82288.30503193676,255032.8234678645,260218.46869561487
2024-07-11,2096367.6993454671,15984.588439567247,2080383.1109059,0.013049855816429479,0.014751410441087255,27148.69964025701,30688.585143678876,85851.72637500607,97045.82722203093,0.016047192817089218,0.017614583854565935,33384.30891412288,36645.08275667472,105570.45427929086,115881.92655645395,0.016640945319718714,0.018398279373304294,34619.541592651396,38275.469677950634,109476.60298371155,121037.66269503548,0.01590894616634464,0.021151471837773567,33096.70291677455,44003.16478210591,104660.96425894581,139150.2249671615,0.024409025550919283,0.029112431596548527,50780.124509803056,60565.011010862836,160580.85331791898,191523.38130750347,0.027098947384604166,0.03222974561665585,56376.192462258114,67050.21844968428,178277.17398875183,212031.40791284633,0.01760872781123224,0.025402769716157188,36632.89994302656,52847.49308772528,115843.4011170164,167118.4467872165,0.03166472769449058,0.03678290394673059,65874.76470705251,76522.53214085229,208314.29680196056,241985.493888534,0.03919341888313266,0.03999034832471157,81537.32670312955,83195.245253974,257843.66670315727,263086.4654988714,27148.69964025701,30688.585143678876,85851.72637500607,97045.82722203093,33384.30891412288,36645.08275667472,105570.45427929086,115881.92655645395,34619.541592651396,38275.469677950634,109476.60298371155,121037.66269503548,33096.70291677455,44003.16478210591,104660.96425894581,139150.2249671615,50780.124509803056,60565.011010862836,160580.85331791898,191523.38130750347,56376.192462258114,67050.21844968428,178277.17398875183,212031.40791284633,36632.89994302656,52847.49308772528,115843.4011170164,167118.4467872165,65874.76470705251,76522.53214085229,208314.29680196056,241985.493888534,81537.32670312955,83195.245253974,257843.66670315727,263086.4654988714
2024-07-12,2112873.3051209017,16505.605775434524,2096367.6993454671,0.013049855816429479,0.014751410441087255,27357.29621467833,30924.38036848279,86511.36666228625,97791.47719380273,0.016047192817089218,0.017614583854565935,33640.816686914426,36926.6446301242,106381.60307884913,116772.30337881843,0.016640945319718714,0.018398279373304294,34885.54025483244,38569.558601729084,110317.76461076135,121967.65352880304,0.01590894616634464,0.021151471837773567,33351.0008737508,44341.262354323815,105465.12500731827,140219.38336674336,0.024409025550919283,0.029112431596548527,51170.29273744538,61030.36124840872,161814.6735878998,192994.94796784886,0.027098947384604166,0.03222974561665585,56809.3579833465,67565.39766887848,179646.96363924482,213660.54764868712,0.01760872781123224,0.025402769716157188,36914.36821003347,53253.545906863146,116733.48192981865,168402.49854602458,0.03166472769449058,0.03678290394673059,66380.91234729992,77110.4917220529,209914.87617746188,243844.78533724666,0.03919341888313266,0.03999034832471157,82163.817373516,83834.47451349946,259824.8041544242,265107.88590599474,27357.29621467833,30924.38036848279,86511.36666228625,97791.47719380273,33640.816686914426,36926.6446301242,106381.60307884913,116772.30337881843,34885.54025483244,38569.558601729084,110317.76461076135,121967.65352880304,33351.0008737508,44341.262354323815,105465.12500731827,140219.38336674336,51170.29273744538,61030.36124840872,161814.6735878998,192994.94796784886,56809.3579833465,67565.39766887848,179646.96363924482,213660.54764868712,36914.36821003347,53253.545906863146,116733.48192981865,168402.49854602458,66380.91234729992,77110.4917220529,209914.87617746188,243844.78533724666,82163.817373516,83834.47451349946,259824.8041544242,265107.88590599474
2024-07-15,2114479.368490717,1606.0633698152378,2112873.3051209017,0.013049855816429479,0.014751410441087255,27572.691990210576,31167.861333855006,87192.50791134652,98561.43161127552,0.016047192817089218,0.017614583854565935,33905.68532535569,37217.384007126,107219.19125707116,117691.70201564247,0.016640945319718714,0.018398279373304294,35160.20913801028,38873.233348011156,111186.34388397803,122927.95739492813,0.01590894616634464,0.021151471837773567,33613.5876674751,44690.38021004831,106295.49735896786,141323.3909626668,0.024409025550919283,0.029112431596548527,51573.17849055136,61510.87956750565,163088.71020454695,194514.48031363077,0.027098947384604166,0.03222974561665585,57256.64252580602,68097.36914426954,181061.4015556032,215342.7891611631,0.017604158746255427,0.025353245310489575,37195.357074073734,53568.19521471511,117622.04673732928,169397.5070230323,0.03166472769449058,0.03678290394673059,66903.55785961165,77717.61583387332,211567.62640523253,245764.68035300594,0.03919341888313266,0.03999034832471157,82810.72849459246,84494.53943776945,261870.5167407188,267195.19447027444,27572.691990210576,31167.861333855006,87192.50791134652,98561.43161127552,33905.68532535569,37217.384007126,107219.19125707116,117691.70201564247,35160.20913801028,38873.233348011156,111186.34388397803,122927.95739492813,33613.5876674751,44690.38021004831,106295.49735896786,141323.3909626668,51573.17849055136,61510.87956750565,163088.71020454695,194514.48031363077,57256.64252580602,68097.36914426954,181061.4015556032,215342.7891611631,37195.357074073734,53568.19521471511,117622.04673732928,169397.5070230323,66903.55785961165,77717.61583387332,211567.62640523253,245764.68035300594,82810.72849459246,84494.53943776945,261870.5167407188,267195.19447027444
2024-07-16,2146935.3030005214,32455.934509804472,2114479.368490717,0.013049855816429479,0.014751410441087255,27593.650885618714,31191.553033817545,87258.78575807747,98636.35134479846,0.016047192817089218,0.017614583854565935,33931.458133927576,37245.674145029356,107300.69203385782,117781.16328673734,0.016640945319718714,0.018398279373304294,35186.93555072738,38902.78215058025,111270.86022184975,123021.39891317711,0.01590894616634464,0.021151471837773567,33639.138443165226,44724.35081418464,106376.29600613272,141430.81544522956,0.024409025550919283,0.029112431596548527,51612.38093238158,61557.63597749912,163212.6792105707,194662.33706442278,0.027098947384604166,0.03222974561665585,57300.165152560985,68149.13215812291,181199.03218590227,215506.4781834946,0.017604158746255427,0.025353245310489575,37223.630468592506,53608.914133314225,117711.4550611931,169526.27154966447,0.03166472769449058,0.03678290394673059,66954.41341887695,77776.6915085376,211728.44580419257,245951.49403925613,0.03919341888313266,0.03999034832471157,82873.67560899848,84558.76647135992,262069.57299437703,267398.2981837765,27593.650885618714,31191.553033817545,87258.78575807747,98636.35134479846,33931.458133927576,37245.674145029356,107300.69203385782,117781.16328673734,35186.93555072738,38902.78215058025,111270.86022184975,123021.39891317711,33639.138443165226,44724.35081418464,106376.29600613272,141430.81544522956,51612.38093238158,61557.63597749912,163212.6792105707,194662.33706442278,57300.165152560985,68149.13215812291,181199.03218590227,215506.4781834946,37223.630468592506,53608.914133314225,117711.4550611931,169526.27154966447,66954.41341887695,77776.6915085376,211728.44580419257,245951.49403925613,82873.67560899848,84558.76647135992,262069.57299437703,267398.2981837765
2024-07-17,2112280.640676586,-34654.66232393542,2146935.3030005214,0.013049855816429479,0.014751410441087255,28017.196151359138,31670.32384502072,88598.1534899985,100150.35758540696,0.016047192817089218,0.017614583854565935,34452.28477306523,37817.37192503061,108947.6904796234,119589.03040480317,0.016640945319718714,0.018398279373304294,35727.032982205405,39499.915501013296,112978.79826372703,124909.70036739303,0.01590894616634464,0.021151471837773567,34155.47815806011,45410.84159893739,108009.10555160252,143601.68991776466,0.024409025550919283,0.029112431596548527,52404.59866711036,62502.507150817866,165717.89165509274,197650.28206754572,0.027098947384604166,0.03222974561665585,58179.68681416033,69195.17867112476,183980.32388801206,218814.36770305736,0.017604158746255427,0.025353245310489575,37794.98989196117,54431.77740272248,119518.25220163853,172128.39368388732,0.03166472769449058,0.03678290394673059,67982.12174720013,78970.5150301131,214978.34489201792,249726.69549171792,0.03919341888313266,0.03999034832471157,84145.73464548477,85856.69059761103,266092.17686787294,271502.6946528139,28017.196151359138,31670.32384502072,88598.1534899985,100150.35758540696,34452.28477306523,37817.37192503061,108947.6904796234,119589.03040480317,35727.032982205405,39499.915501013296,112978.79826372703,124909.70036739303,34155.47815806011,45410.84159893739,108009.10555160252,143601.68991776466,52404.59866711036,62502.507150817866,165717.89165509274,197650.28206754572,58179.68681416033,69195.17867112476,183980.32388801206,218814.36770305736,37794.98989196117,54431.77740272248,119518.25220163853,172128.39368388732,67982.12174720013,78970.5150301131,214978.34489201792,249726.69549171792,84145.73464548477,85856.69059761103,266092.17686787294,271502.6946528139
2024-07-18,2101702.254614538,-10578.38606204791,2112280.640676586,0.013167578931917001,0.014989225861167141,27813.62206246916,31661.45160527218,87954.3956965126,100122.30109985449,0.01614145627746799,0.017646005008025527,34095.28560722319,37273.31476373441,107818.75999278238,117868.57059778157,0.016640945319718714,0.018398279373304294,35150.34664139948,38862.32934199001,111155.15593127221,122893.47590028112,0.016047192817089218,0.021160772242218504,33896.17472474192,44697.48954900462,107189.11609721545,141345.87266642693,0.024409025550919283,0.029112431596548527,51558.71212898694,61493.62566441081,163042.96355254788,194459.9186813232,0.027098947384604166,0.03222974561665585,57240.58194321278,68078.26771999321,181010.61353405932,215282.38515389664,0.017604158746255427,0.025353245310489575,37184.92371511274,53553.16924767157,117589.0535593664,169349.99074312806,0.03166472769449058,0.03678290394673059,66884.7913013682,77695.81591454541,211508.281337341,245695.74295512182,0.03919341888313266,0.03999034832471157,82787.49994876925,84470.8385802016,261797.06162918388,267120.2457778608,27813.62206246916,31661.45160527218,87954.3956965126,100122.30109985449,34095.28560722319,37273.31476373441,107818.75999278238,117868.57059778157,35150.34664139948,38862.32934199001,111155.15593127221,122893.47590028112,33896.17472474192,44697.48954900462,107189.11609721545,141345.87266642693,51558.71212898694,61493.62566441081,163042.96355254788,194459.9186813232,57240.58194321278,68078.26771999321,181010.61353405932,215282.38515389664,37184.92371511274,53553.16924767157,117589.0535593664,169349.99074312806,66884.7913013682,77695.81591454541,211508.281337341,245695.74295512182,82787.49994876925,84470.8385802016,261797.06162918388,267120.2457778608
2024-07-19,2082100.051056356,-19602.203558182344,2101702.254614538,0.013167578931917001,0.014989225861167141,27674.33032902485,31502.889787341523,87513.91655959553,99620.8846052567,0.01614145627746799,0.017646005008025527,33924.535051116465,37086.64851030668,107278.79932374475,117278.28007465973,0.016640945319718714,0.018398279373304294,34974.31229737007,38667.705239901785,110598.4864577256,122278.0204501172,0.016047192817089218,0.021160772242218504,33726.42132391063,44473.64273085536,106652.30871002906,140638.00687409376,0.024409025550919283,0.029112431596548527,51300.50403331092,61185.66312377756,162226.43785991697,193486.05561891,0.027098947384604166,0.03222974561665585,56953.918815903315,67737.32902817862,180104.10513057458,214204.24234528432,0.017604158746255427,0.025353245310489575,36998.70012759727,53284.9728308514,117000.16286876982,168501.87920568045,0.03166472769449058,0.03678290394673059,66549.82958726626,77306.71215611367,210449.03939182474,244465.28883234557,0.03919341888313266,0.03999034832471157,82372.89683273192,84047.80523686703,260485.9714575028,265782.4968867276,27674.33032902485,31502.889787341523,87513.91655959553,99620.8846052567,33924.535051116465,37086.64851030668,107278.79932374475,117278.28007465973,34974.31229737007,38667.705239901785,110598.4864577256,122278.0204501172,33726.42132391063,44473.64273085536,106652.30871002906,140638.00687409376,51300.50403331092,61185.66312377756,162226.43785991697,193486.05561891,56953.918815903315,67737.32902817862,180104.10513057458,214204.24234528432,36998.70012759727,53284.9728308514,117000.16286876982,168501.87920568045,66549.82958726626,77306.71215611367,210449.03939182474,244465.28883234557,82372.89683273192,84047.80523686703,260485.9714575028,265782.4968867276
2024-07-22,2112237.337293305,30137.28623694973,2082100.051056356,0.013167578931917001,0.014989225861167141,27416.216766432986,31209.067930831356,86697.6898068248,98691.73831234539,0.01614145627746799,0.017646005008025527,33608.126939440044,36740.74792815066,106278.22902069434,116184.4463910685,0.016640945319718714,0.018398279373304294,34648.11309981236,38307.05842250597,109566.95402252402,121137.5550762556,0.016047192817089218,0.021160772242218504,33411.86098377265,44058.844965915065,105657.58157363573,139326.30116853528,0.024409025550919283,0.029112431596548527,50822.033345804935,60614.99531354836,160713.38069377138,191681.445551245,0.027098947384604166,0.03222974561665585,56422.719733057835,67105.5549939725,178424.30613779038,212206.3974306399,0.017604158746255427,0.025353245310489575,36653.61982438262,52787.99335541466,115908.92313495,166930.29211294465,0.03166472769449058,0.03678290394673059,65929.13114938444,76585.6861854888,208486.21858800965,242185.20451303732,0.03919341888313266,0.03999034832471157,81604.61945764365,83263.90628864343,258056.4650774484,263303.59075493057,27416.216766432986,31209.067930831356,86697.6898068248,98691.73831234539,33608.126939440044,36740.74792815066,106278.22902069434,116184.4463910685,34648.11309981236,38307.05842250597,109566.95402252402,121137.5550762556,33411.86098377265,44058.844965915065,105657.58157363573,139326.30116853528,50822.033345804935,60614.99531354836,160713.38069377138,191681.445551245,56422.719733057835,67105.5549939725,178424.30613779038,212206.3974306399,36653.61982438262,52787.99335541466,115908.92313495,166930.29211294465,65929.13114938444,76585.6861854888,208486.21858800965,242185.20451303732,81604.61945764365,83263.90628864343,258056.4650774484,263303.59075493057
2024-07-23,2103602.190933651,-8635.14635965461,2112237.337293305,0.013167578931917001,0.014989225861167141,27813.05186175179,31660.80252107963,87952.59256352224,100120.24851541282,0.01614145627746799,0.017646005008025527,34094.58662755529,37272.550632016166,107816.54962499367,117866.15420111954,0.016640945319718714,0.018398279373304294,35149.62603216614,38861.5326342466,111152.8771647919,122890.95648918246,0.016047192817089218,0.021160772242218504,33895.47982700078,44696.57321597369,107186.91863761254,141342.97496695395,0.024409025550919283,0.029112431596548527,51557.65513559799,61492.36499762714,163039.62104596704,194455.93210291633,0.027098947384604166,0.03222974561665585,57239.40846710768,68076.87206296572,181006.9026767874,215277.97169885735,0.017604158746255427,0.025353245310489575,37184.16139547921,53552.07136637247,117586.6428930194,169346.5189376224,0.03166472769449058,0.03678290394673059,66883.42011152835,77694.22309035761,211503.9452543426,245690.70600277616,0.03919341888313266,0.03999034832471157,82785.80274112927,84469.10686282055,261791.6945873793,267114.769606673,27813.05186175179,31660.80252107963,87952.59256352224,100120.24851541282,34094.58662755529,37272.550632016166,107816.54962499367,117866.15420111954,35149.62603216614,38861.5326342466,111152.8771647919,122890.95648918246,33895.47982700078,44696.57321597369,107186.91863761254,141342.97496695395,51557.65513559799,61492.36499762714,163039.62104596704,194455.93210291633,57239.40846710768,68076.87206296572,181006.9026767874,215277.97169885735,37184.16139547921,53552.07136637247,117586.6428930194,169346.5189376224,66883.42011152835,77694.22309035761,211503.9452543426,245690.70600277616,82785.80274112927,84469.10686282055,261791.6945873793,267114.769606673
2024-07-24,2057736.7229291955,-45865.46800445533,2103602.190933651,0.013167578931917001,0.014989225861167141,27699.347890472385,31531.368361950535,87593.02903527295,99710.9417655362,0.01614145627746799,0.017646005008025527,33955.2027901414,37120.17479610867,107375.77922975116,117384.29949927979,0.016640945319718714,0.018398279373304294,35005.92903376737,38702.66079909231,110698.4673569222,122388.55963404408,0.016047192817089218,0.021160772242218504,33756.90996836362,44513.846850578826,106748.72226927156,140765.143463742,0.024409025550919283,0.029112431596548527,51346.879627469265,61240.97488990553,162373.09036530094,193660.96678128093,0.027098947384604166,0.03222974561665585,57005.40509024905,67798.56349243147,180266.91902574338,214397.88272362348,0.017604158746255427,0.025353245310489575,37032.14690816671,53333.14238242418,117105.93087576912,168654.20470251938,0.03166472769449058,0.03678290394673059,66609.99055344783,77376.5973312445,210639.28507119487,244686.28516043874,0.03919341888313266,0.03999034832471157,82447.36183273818,84123.78435206311,260721.45046348707,266022.7639453515,27699.347890472385,31531.368361950535,87593.02903527295,99710.9417655362,33955.2027901414,37120.17479610867,107375.77922975116,117384.29949927979,35005.92903376737,38702.66079909231,110698.4673569222,122388.55963404408,33756.90996836362,44513.846850578826,106748.72226927156,140765.143463742,51346.879627469265,61240.97488990553,162373.09036530094,193660.96678128093,57005.40509024905,67798.56349243147,180266.91902574338,214397.88272362348,37032.14690816671,53333.14238242418,117105.93087576912,168654.20470251938,66609.99055344783,77376.5973312445,210639.28507119487,244686.28516043874,82447.36183273818,84123.78435206311,260721.45046348707,266022.7639453515
2024-07-25,2062796.7817886292,5060.058859433979,2057736.7229291955,0.013214457601252061,0.0156535120370156,27191.874679687215,32210.806561381196,85988.2578376731,101859.51400506082,0.016640945319718714,0.019533285988185194,34242.68428864192,40194.35989736697,108284.8755501711,127105.72636821137,0.020155613426889873,0.020979456322418433,41474.94592167606,43170.1977017295,131155.29494480783,136516.1517772315,0.01614145627746799,0.021391016498252813,33214.86734370187,44017.080189239095,105034.63298644467,139194.22934827095,0.024409025550919283,0.029112431596548527,50227.34824704365,59905.71958998213,158832.82129112355,189438.51877571174,0.027098947384604166,0.03222974561665585,55762.49918602607,66320.33112605901,176336.50545112768,209723.30153490606,0.01760872781123224,0.025463749007113037,36234.12586123721,52397.69143538833,114582.36674671978,165696.04907052455,0.03166472769449058,0.03678290394673059,65157.67299850639,75689.53222716477,206046.65371173318,239351.31687055778,0.03919341888313266,0.03999034832471157,80649.73733296865,82289.60831048903,255036.8626664945,260222.5900242657,27191.874679687215,32210.806561381196,85988.2578376731,101859.51400506082,34242.68428864192,40194.35989736697,108284.8755501711,127105.72636821137,41474.94592167606,43170.1977017295,131155.29494480783,136516.1517772315,33214.86734370187,44017.080189239095,105034.63298644467,139194.22934827095,50227.34824704365,59905.71958998213,158832.82129112355,189438.51877571174,55762.49918602607,66320.33112605901,176336.50545112768,209723.30153490606,36234.12586123721,52397.69143538833,114582.36674671978,165696.04907052455,65157.67299850639,75689.53222716477,206046.65371173318,239351.31687055778,80649.73733296865,82289.60831048903,255036.8626664945,260222.5900242657
