Date,Portfolio_PnL
2020-11-12,-14684.242796083214
2020-11-13,26811.62126697856
2020-11-16,24967.331944964593
2020-11-17,-2211.6303492297884
2020-11-18,-12616.508200720185
2020-11-19,4896.24591631256
2020-11-20,-6350.980419731932
2020-11-23,19446.928950225003
2020-11-24,25345.52765165991
2020-11-25,-10210.55238754861
2020-11-27,-406.2716308948584
2020-11-30,-17132.695904730586
2020-12-01,16210.743525739992
2020-12-02,3350.823004776612
2020-12-03,5169.006500334479
2020-12-04,17003.98919381271
2020-12-07,-2521.8549673154484
2020-12-08,2187.6301642560866
2020-12-09,-733.1125392727554
2020-12-10,-4383.805017884821
2020-12-11,-9207.152135477634
2020-12-14,-14072.081082406687
2020-12-15,18013.354579116683
2020-12-16,-2673.858754797373
2020-12-17,6063.96940806089
2020-12-18,-9169.06876337016
2020-12-21,-2711.9689320812467
2020-12-22,-4210.354849064257
2020-12-23,8937.484186866786
2020-12-24,3848.418704691343
2020-12-28,3470.8605584646575
2020-12-29,-6033.202731844969
2020-12-30,11435.83718370716
2020-12-31,8655.194764157059
2021-01-04,-19235.09377779509
2021-01-05,11849.208275682526
2021-01-06,36938.96077140514
2021-01-07,14708.486226163106
2021-01-08,-1500.9198654624633
2021-01-11,2184.677392681595
2021-01-12,11717.192216247553
2021-01-13,-5807.185773601057
2021-01-14,12148.964758722344
2021-01-15,-11476.408075971296
2021-01-19,15766.51866794005
2021-01-20,7777.875455087982
2021-01-21,-8496.058140953537
2021-01-22,-4356.734537484823
2021-01-25,-6552.305734967114
2021-01-26,-12834.606866697315
2021-01-27,-35585.34141524695
2021-01-28,24034.59035027679
2021-01-29,-27786.772531706374
2021-02-01,18445.46073962073
2021-02-02,16282.916041783057
2021-02-03,3294.14534673444
2021-02-04,16760.122449305374
2021-02-05,6878.7268856042065
2021-02-08,22333.854947385844
2021-02-09,-1517.6323412351776
2021-02-10,7051.070769011043
2021-02-11,9013.11001098482
2021-02-12,4951.7629993592855
2021-02-16,5328.733138488373
2021-02-17,-2579.3940122746862
2021-02-18,-10834.204841163708
2021-02-19,14072.585978307063
2021-02-22,3113.006075118901
2021-02-23,5804.742036258336
2021-02-24,26852.93741510273
2021-02-25,-35841.04369407566
2021-02-26,-7744.9655752307735
2021-03-01,29454.347065059235
2021-03-02,-11935.97004774795
2021-03-03,-8642.120657386724
2021-03-04,-18689.247688652482
2021-03-05,31971.878453989746
2021-03-08,9178.439905021572
2021-03-09,2516.512999303406
2021-03-10,9621.242696749978
2021-03-11,12653.025015698746
2021-03-12,11385.214773578802
2021-03-15,9604.453530096449
2021-03-16,-19085.509382291
2021-03-17,10973.426943077706
2021-03-18,-14461.910379595822
2021-03-19,-5022.673409383977
2021-03-22,-5170.9431825273205
2021-03-23,-24091.30072376551
2021-03-24,684.3148232446983
2021-03-25,17216.351686425274
2021-03-26,27010.266782800434
2021-03-29,-12155.282016891986
2021-03-30,9706.076261898968
2021-03-31,-3570.480877696071
2021-04-01,16506.160066200187
2021-04-05,20575.55649490608
2021-04-06,-2378.3715130141936
2021-04-07,-2439.874484440079
2021-04-08,4025.0610441395547
2021-04-09,11924.958771923557
2021-04-12,655.4243472458329
2021-04-13,-4475.089391294867
2021-04-14,3357.356361521175
2021-04-15,8784.277916929685
2021-04-16,6137.6898833767045
2021-04-19,-10824.308678393485
2021-04-20,-18586.88009305601
2021-04-21,19446.350874212105
2021-04-22,-9503.140586305643
2021-04-23,18150.884100883268
2021-04-26,3278.38741532946
2021-04-27,3689.5499423565343
2021-04-28,1053.4816469103098
2021-04-29,11359.699657042744
2021-04-30,-8418.557496913476
2021-05-03,9146.4993291914
2021-05-04,-2862.8459873166867
2021-05-05,7737.0058493767865
2021-05-06,10902.025872728787
2021-05-07,19152.461787984474
2021-05-10,-11632.285461529624
2021-05-11,-17203.986753586214
2021-05-12,-37808.760523264296
2021-05-13,25751.911493000807
2021-05-14,25990.512846618658
2021-05-17,-1024.1350780506618
2021-05-18,-18024.22891598195
2021-05-19,-7261.6313754760195
2021-05-20,7811.680891311029
2021-05-21,1926.0856604180299
2021-05-24,10137.817595005967
2021-05-25,-7563.250580162741
2021-05-26,8475.193062875187
2021-05-27,10829.640654519433
2021-05-28,2059.014624102507
2021-06-01,9544.799322086386
2021-06-02,-5845.630261825863
2021-06-03,-1313.7285237191245
2021-06-04,4670.0538680939935
2021-06-07,-2393.853716003243
2021-06-08,3586.236483359011
2021-06-09,-11081.453812654363
2021-06-10,-1271.4535371907987
2021-06-11,5446.525130287278
2021-06-14,-6179.15920891962
2021-06-15,2693.6958528384566
2021-06-16,-9655.275245674886
2021-06-17,-21416.615452954546
2021-06-18,-29077.728605766548
2021-06-21,31427.90301421215
2021-06-22,1692.7735723161604
2021-06-23,-41.48517424776219
2021-06-24,14639.758173489245
2021-06-25,6299.009990439517
2021-06-28,-9932.80110421544
2021-06-29,-4739.724594951142
2021-06-30,6517.483353730524
2021-07-01,4965.397124565905
2021-07-02,3053.4572242433205
2021-07-06,-16807.289664611453
2021-07-07,-1682.4834158676676
2021-07-08,-13989.927413070807
2021-07-09,28270.19584417413
2021-07-12,8594.040036506718
2021-07-13,-15156.187413039152
2021-07-14,-3154.531466372777
2021-07-15,-3460.4016528257634
2021-07-16,-16287.508525404846
2021-07-19,-28630.143745821668
2021-07-20,31409.183343596756
2021-07-21,23332.35937324213
2021-07-22,-9391.84677988314
2021-07-23,12437.89037784934
2021-07-26,9208.708368239924
2021-07-27,-4156.7927823062055
2021-07-28,3328.126264068531
2021-07-29,11317.971637314418
2021-07-30,1431.094744083006
2021-08-02,-4478.434158340329
2021-08-03,17609.04382553976
2021-08-04,-15503.782006225549
2021-08-05,11030.144037531456
2021-08-06,8961.763932416681
2021-08-09,-5039.300603855867
2021-08-10,11491.264715733007
2021-08-11,11906.73557710764
2021-08-12,423.476685912814
2021-08-13,-3850.7212637462653
2021-08-16,-1124.8723937370814
2021-08-17,-16518.806792098563
2021-08-18,-14520.753301565303
2021-08-19,-7132.865908648586
2021-08-20,8181.41567289154
2021-08-23,16196.032207085518
2021-08-24,9107.719240888488
2021-08-25,13131.544442096027
2021-08-26,-13341.379649968818
2021-08-27,20512.847280803835
2021-08-30,-7762.324571390171
2021-08-31,-622.4571331604384
2021-09-01,-4014.9404041599482
2021-09-02,14787.037833939772
2021-09-03,-4193.656331566861
2021-09-07,-14635.020450026728
2021-09-08,-4882.597333978396
2021-09-09,-1091.7722275704145
2021-09-10,-10421.093475344824
2021-09-13,9444.842158333864
2021-09-14,-11542.715336156543
2021-09-15,15721.737747282954
2021-09-16,-4591.838416431798
2021-09-17,-12046.72455469123
2021-09-20,-27631.31893939292
2021-09-21,-2533.7470583401155
2021-09-22,21593.209575412795
2021-09-23,26230.35807001544
2021-09-24,-638.0381258109119
2021-09-27,6781.91810544068
2021-09-28,-24938.945700614015
2021-09-29,1820.5721968363505
2021-09-30,-26874.11178922467
2021-10-01,20060.58916248195
2021-10-04,-11918.818336798577
2021-10-05,11064.364886753028
2021-10-06,-2976.3030462262686
2021-10-07,15147.500718567055
2021-10-08,-1465.731089547975
2021-10-11,-7653.77840349637
2021-10-12,3177.6983242456336
2021-10-13,1111.4645324468147
2021-10-14,29607.06496760319
2021-10-15,6960.1809103526175
2021-10-18,616.2126208019909
2021-10-19,2863.9924718970433
2021-10-20,11597.48269703472
2021-10-21,1185.9544644542038
2021-10-22,7107.121043038322
2021-10-25,8191.80466814409
2021-10-26,-5107.865162272006
2021-10-27,-24720.184766579187
2021-10-28,24436.052452332806
2021-10-29,-4118.3049331728835
2021-11-01,6443.128964626696
2021-11-02,8730.272512948373
2021-11-03,11342.111664524302
2021-11-04,2754.354950689478
2021-11-05,15279.945718758274
2021-11-08,2897.5037346552126
2021-11-09,165.59480882878415
2021-11-10,-14324.1097295105
2021-11-11,9864.183026263723
2021-11-12,8591.79059557058
2021-11-15,3581.467959719477
2021-11-16,1178.2512643672526
2021-11-17,-11994.507208888186
2021-11-18,-3210.4238567887805
2021-11-19,-8283.38058109209
2021-11-22,-486.852827626979
2021-11-23,12322.000896518119
2021-11-24,-2917.586300106719
2021-11-26,-48150.291098736925
2021-11-29,15172.284685979597
2021-11-30,-48042.842158708954
2021-12-01,-16853.9392615885
2021-12-02,38858.964903138345
2021-12-03,-11664.076996009331
2021-12-06,26205.68529828172
2021-12-07,31079.787459868472
